organization_id,name,organization_type,place_id,district,member_count,team_count,employee_capacity,name_source,is_real_name,match_confidence,max_match_distance_m,work_place_count,source,source_id,source_url,description
ORG_N2603959632,Ricoh,office,PL_N2603959632,Vaughan,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2603959632,https://www.openstreetmap.org/node/2603959632,OpenStreetMap name cached during data preparation: Ricoh. No external company lookup occurs during runtime.
ORG_N2604007255,Gen Academy,office,PL_N2604007255,North York,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2604007255,https://www.openstreetmap.org/node/2604007255,OpenStreetMap name cached during data preparation: Gen Academy. No external company lookup occurs during runtime.
ORG_N2607408279,HomeSense,retail,PL_N2607408279,Vaughan,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2607408279,https://www.openstreetmap.org/node/2607408279,OpenStreetMap name cached during data preparation: HomeSense. No external company lookup occurs during runtime.
ORG_N2611063039,Fusaro's Kitchen,restaurant,PL_N2611063039,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2611063039,https://www.openstreetmap.org/node/2611063039,OpenStreetMap name cached during data preparation: Fusaro's Kitchen. No external company lookup occurs during runtime.
ORG_N2611288831,Joe Rockhead's Indoor Rock Climbing,gym,PL_N2611288831,Old Toronto,1,1,20,osm_name,true,verified,0.0,1,OpenStreetMap,N2611288831,https://www.openstreetmap.org/node/2611288831,OpenStreetMap name cached during data preparation: Joe Rockhead's Indoor Rock Climbing. No external company lookup occurs during runtime.
ORG_N2620431714,The UPS Store,retail,PL_N2620431714,North York,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2620431714,https://www.openstreetmap.org/node/2620431714,OpenStreetMap name cached during data preparation: The UPS Store. No external company lookup occurs during runtime.
ORG_N2620440318,Equinox,gym,PL_N2620440318,Old Toronto,1,1,20,osm_name,true,verified,0.0,1,OpenStreetMap,N2620440318,https://www.openstreetmap.org/node/2620440318,OpenStreetMap name cached during data preparation: Equinox. No external company lookup occurs during runtime.
ORG_N2625364677,Doggy Styles Pet Services,retail,PL_N2625364677,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2625364677,https://www.openstreetmap.org/node/2625364677,OpenStreetMap name cached during data preparation: Doggy Styles Pet Services. No external company lookup occurs during runtime.
ORG_N2626366235,St. Lawrence Cafe,cafe,PL_N2626366235,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N2626366235,https://www.openstreetmap.org/node/2626366235,OpenStreetMap name cached during data preparation: St. Lawrence Cafe. No external company lookup occurs during runtime.
ORG_N2626681419,SAS,office,PL_N2626681419,Old Toronto,1,1,80,osm_nearby_name,true,medium,44.4,1,OpenStreetMap,N2626681419,https://www.openstreetmap.org/node/2626681419,OpenStreetMap name cached during data preparation: SAS. No external company lookup occurs during runtime.
ORG_N2650564456,Tim Hortons,cafe,PL_N2650564456,Brampton,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N2650564456,https://www.openstreetmap.org/node/2650564456,OpenStreetMap name cached during data preparation: Tim Hortons. No external company lookup occurs during runtime.
ORG_N267315345,Rabba,supermarket,PL_N267315345,Old Toronto,1,1,35,osm_name,true,verified,0.0,1,OpenStreetMap,N267315345,https://www.openstreetmap.org/node/267315345,OpenStreetMap name cached during data preparation: Rabba. No external company lookup occurs during runtime.
ORG_N2674074228,Tim Hortons,cafe,PL_N2674074228,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N2674074228,https://www.openstreetmap.org/node/2674074228,OpenStreetMap name cached during data preparation: Tim Hortons. No external company lookup occurs during runtime.
ORG_N2674096395,Cisco Canada,office,PL_N2674096395,Old Toronto,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2674096395,https://www.openstreetmap.org/node/2674096395,OpenStreetMap name cached during data preparation: Cisco Canada. No external company lookup occurs during runtime.
ORG_N2679686788,Sivananda Yoga Vedanta Centre,gym,PL_N2679686788,Old Toronto,1,1,20,osm_name,true,verified,0.0,1,OpenStreetMap,N2679686788,https://www.openstreetmap.org/node/2679686788,OpenStreetMap name cached during data preparation: Sivananda Yoga Vedanta Centre. No external company lookup occurs during runtime.
ORG_N2679687310,Topcuts,retail,PL_N2679687310,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2679687310,https://www.openstreetmap.org/node/2679687310,OpenStreetMap name cached during data preparation: Topcuts. No external company lookup occurs during runtime.
ORG_N2681569043,Torys LLP,office,PL_N2681569043,Old Toronto,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2681569043,https://www.openstreetmap.org/node/2681569043,OpenStreetMap name cached during data preparation: Torys LLP. No external company lookup occurs during runtime.
ORG_N2681580824,Collège Boréal - Toronto Campus,university,PL_N2681580824,Old Toronto,9,1,120,osm_name,true,verified,0.0,1,OpenStreetMap,N2681580824,https://www.openstreetmap.org/node/2681580824,OpenStreetMap name cached during data preparation: Collège Boréal - Toronto Campus. No external company lookup occurs during runtime.
ORG_N2682257989,Living Realty Inc. Brokerage,office,PL_N2682257989,Markham,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2682257989,https://www.openstreetmap.org/node/2682257989,OpenStreetMap name cached during data preparation: Living Realty Inc. Brokerage. No external company lookup occurs during runtime.
ORG_N2697056044,Centerpoint Language & Skills,office,PL_N2697056044,North York,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2697056044,https://www.openstreetmap.org/node/2697056044,OpenStreetMap name cached during data preparation: Centerpoint Language & Skills. No external company lookup occurs during runtime.
ORG_N2699981042,Bass & Murphy Chartered Accountants,office,PL_N2699981042,Scarborough,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2699981042,https://www.openstreetmap.org/node/2699981042,OpenStreetMap name cached during data preparation: Bass & Murphy Chartered Accountants. No external company lookup occurs during runtime.
ORG_N2704255396,Savours Fresh Market,supermarket,PL_N2704255396,North York,1,1,35,osm_name,true,verified,0.0,1,OpenStreetMap,N2704255396,https://www.openstreetmap.org/node/2704255396,OpenStreetMap name cached during data preparation: Savours Fresh Market. No external company lookup occurs during runtime.
ORG_N2704939079,Liquid Capital,office,PL_N2704939079,North York,3,1,80,osm_name,true,high,4.3,2,OpenStreetMap,N2704939079,https://www.openstreetmap.org/node/2704939079,OpenStreetMap name cached during data preparation: Liquid Capital. No external company lookup occurs during runtime.
ORG_N2711767746,Toronto Public Health,office,PL_N2711767746,Old Toronto,3,1,80,osm_name,true,medium,38.7,2,OpenStreetMap,N2711767746,https://www.openstreetmap.org/node/2711767746,OpenStreetMap name cached during data preparation: Toronto Public Health. No external company lookup occurs during runtime.
ORG_N2711784528,Canlube,retail,PL_N2711784528,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2711784528,https://www.openstreetmap.org/node/2711784528,OpenStreetMap name cached during data preparation: Canlube. No external company lookup occurs during runtime.
ORG_N2725504900,Motion Rental Office,office,PL_N2725504900,Old Toronto,2,1,80,osm_nearby_name,true,medium,49.8,1,OpenStreetMap,N2725504900,https://www.openstreetmap.org/node/2725504900,OpenStreetMap name cached during data preparation: Motion Rental Office. No external company lookup occurs during runtime.
ORG_N2727296301,Allied Employment and Immigration Services,office,PL_N2727296301,Old Toronto,1,1,80,osm_nearby_name,true,high,9.9,1,OpenStreetMap,N2727296301,https://www.openstreetmap.org/node/2727296301,OpenStreetMap name cached during data preparation: Allied Employment and Immigration Services. No external company lookup occurs during runtime.
ORG_N2735377670,Uthayan,office,PL_N2735377670,Scarborough,1,1,80,osm_nearby_name,true,high,11.0,1,OpenStreetMap,N2735377670,https://www.openstreetmap.org/node/2735377670,OpenStreetMap name cached during data preparation: Uthayan. No external company lookup occurs during runtime.
ORG_N2747153874,Post City Magazines,office,PL_N2747153874,Old Toronto,1,1,80,osm_nearby_name,true,medium,97.3,1,OpenStreetMap,N2747153874,https://www.openstreetmap.org/node/2747153874,OpenStreetMap name cached during data preparation: Post City Magazines. No external company lookup occurs during runtime.
ORG_N2748427540,Knar Jewellery,retail,PL_N2748427540,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2748427540,https://www.openstreetmap.org/node/2748427540,OpenStreetMap name cached during data preparation: Knar Jewellery. No external company lookup occurs during runtime.
ORG_N2749820503,DAC Group,retail,PL_N2749820503,North York,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2749820503,https://www.openstreetmap.org/node/2749820503,OpenStreetMap name cached during data preparation: DAC Group. No external company lookup occurs during runtime.
ORG_N276474692,Mofer Coffee Front St,cafe,PL_N276474692,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N276474692,https://www.openstreetmap.org/node/276474692,OpenStreetMap name cached during data preparation: Mofer Coffee Front St. No external company lookup occurs during runtime.
ORG_N277040121,Sammon Grocery,retail,PL_N277040121,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N277040121,https://www.openstreetmap.org/node/277040121,OpenStreetMap name cached during data preparation: Sammon Grocery. No external company lookup occurs during runtime.
ORG_N2779416781,Jade Dim Sum,restaurant,PL_N2779416781,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2779416781,https://www.openstreetmap.org/node/2779416781,OpenStreetMap name cached during data preparation: Jade Dim Sum. No external company lookup occurs during runtime.
ORG_N278103210,Pizza Nova,restaurant,PL_N278103210,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N278103210,https://www.openstreetmap.org/node/278103210,OpenStreetMap name cached during data preparation: Pizza Nova. No external company lookup occurs during runtime.
ORG_N2784002447,RE/MAX,office,PL_N2784002447,Brampton,1,1,80,osm_nearby_name,true,medium,58.4,1,OpenStreetMap,N2784002447,https://www.openstreetmap.org/node/2784002447,OpenStreetMap name cached during data preparation: RE/MAX. No external company lookup occurs during runtime.
ORG_N2790415032,Ceridian,office,PL_N2790415032,North York,5,1,80,osm_nearby_name,true,medium,67.0,2,OpenStreetMap,N2790415032,https://www.openstreetmap.org/node/2790415032,OpenStreetMap name cached during data preparation: Ceridian. No external company lookup occurs during runtime.
ORG_N279426852,Pet Valu,retail,PL_N279426852,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N279426852,https://www.openstreetmap.org/node/279426852,OpenStreetMap name cached during data preparation: Pet Valu. No external company lookup occurs during runtime.
ORG_N2796393869,Ten Ren's Tea,cafe,PL_N2796393869,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N2796393869,https://www.openstreetmap.org/node/2796393869,OpenStreetMap name cached during data preparation: Ten Ren's Tea. No external company lookup occurs during runtime.
ORG_N2799536962,RE/MAX Realtron,office,PL_N2799536962,Vaughan,3,1,80,osm_nearby_name,true,medium,31.7,3,OpenStreetMap,N2799536962,https://www.openstreetmap.org/node/2799536962,OpenStreetMap name cached during data preparation: RE/MAX Realtron. No external company lookup occurs during runtime.
ORG_N2801513934,Sketchley Cleaners,retail,PL_N2801513934,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2801513934,https://www.openstreetmap.org/node/2801513934,OpenStreetMap name cached during data preparation: Sketchley Cleaners. No external company lookup occurs during runtime.
ORG_N2801533101,Crawford Technologies,office,PL_N2801533101,Old Toronto,2,1,80,osm_nearby_name,true,high,6.7,1,OpenStreetMap,N2801533101,https://www.openstreetmap.org/node/2801533101,OpenStreetMap name cached during data preparation: Crawford Technologies. No external company lookup occurs during runtime.
ORG_N2806099821,Domino's,restaurant,PL_N2806099821,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2806099821,https://www.openstreetmap.org/node/2806099821,OpenStreetMap name cached during data preparation: Domino's. No external company lookup occurs during runtime.
ORG_N2807162821,Grancardo,restaurant,PL_N2807162821,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2807162821,https://www.openstreetmap.org/node/2807162821,OpenStreetMap name cached during data preparation: Grancardo. No external company lookup occurs during runtime.
ORG_N2808873203,Fruiteao,cafe,PL_N2808873203,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N2808873203,https://www.openstreetmap.org/node/2808873203,OpenStreetMap name cached during data preparation: Fruiteao. No external company lookup occurs during runtime.
ORG_N280889469,Tim Hortons,cafe,PL_N280889469,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N280889469,https://www.openstreetmap.org/node/280889469,OpenStreetMap name cached during data preparation: Tim Hortons. No external company lookup occurs during runtime.
ORG_N2810401045,Workplace One,office,PL_N2810401045,Old Toronto,2,1,80,osm_name,true,medium,41.9,2,OpenStreetMap,N2810401045,https://www.openstreetmap.org/node/2810401045,OpenStreetMap name cached during data preparation: Workplace One. No external company lookup occurs during runtime.
ORG_N281361239,Food Basics,supermarket,PL_N281361239,Old Toronto,1,1,35,osm_name,true,verified,0.0,1,OpenStreetMap,N281361239,https://www.openstreetmap.org/node/281361239,OpenStreetMap name cached during data preparation: Food Basics. No external company lookup occurs during runtime.
ORG_N281361734,Jarvis Market,supermarket,PL_N281361734,Old Toronto,1,1,35,osm_name,true,verified,0.0,1,OpenStreetMap,N281361734,https://www.openstreetmap.org/node/281361734,OpenStreetMap name cached during data preparation: Jarvis Market. No external company lookup occurs during runtime.
ORG_N2814031202,Yummi Café Laundromat,restaurant,PL_N2814031202,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2814031202,https://www.openstreetmap.org/node/2814031202,OpenStreetMap name cached during data preparation: Yummi Café Laundromat. No external company lookup occurs during runtime.
ORG_N2816057538,Tim Hortons,cafe,PL_N2816057538,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N2816057538,https://www.openstreetmap.org/node/2816057538,OpenStreetMap name cached during data preparation: Tim Hortons. No external company lookup occurs during runtime.
ORG_N2816061853,Housing Connections,office,PL_N2816061853,Old Toronto,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2816061853,https://www.openstreetmap.org/node/2816061853,OpenStreetMap name cached during data preparation: Housing Connections. No external company lookup occurs during runtime.
ORG_N281664356,Tim Hortons,cafe,PL_N281664356,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N281664356,https://www.openstreetmap.org/node/281664356,OpenStreetMap name cached during data preparation: Tim Hortons. No external company lookup occurs during runtime.
ORG_N281668247,Tim Hortons,cafe,PL_N281668247,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N281668247,https://www.openstreetmap.org/node/281668247,OpenStreetMap name cached during data preparation: Tim Hortons. No external company lookup occurs during runtime.
ORG_N281671513,Hemispheres Restaurant Bistro,restaurant,PL_N281671513,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N281671513,https://www.openstreetmap.org/node/281671513,OpenStreetMap name cached during data preparation: Hemispheres Restaurant Bistro. No external company lookup occurs during runtime.
ORG_N2826872560,Second Cup,cafe,PL_N2826872560,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N2826872560,https://www.openstreetmap.org/node/2826872560,OpenStreetMap name cached during data preparation: Second Cup. No external company lookup occurs during runtime.
ORG_N2832358702,Ubisoft Toronto,office,PL_N2832358702,Old Toronto,3,1,80,osm_name,true,medium,29.0,2,OpenStreetMap,N2832358702,https://www.openstreetmap.org/node/2832358702,OpenStreetMap name cached during data preparation: Ubisoft Toronto. No external company lookup occurs during runtime.
ORG_N2833168672,Lucky Hair Salon,retail,PL_N2833168672,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2833168672,https://www.openstreetmap.org/node/2833168672,OpenStreetMap name cached during data preparation: Lucky Hair Salon. No external company lookup occurs during runtime.
ORG_N2833168699,BJ Supermarket,supermarket,PL_N2833168699,Old Toronto,1,1,35,osm_name,true,verified,0.0,1,OpenStreetMap,N2833168699,https://www.openstreetmap.org/node/2833168699,OpenStreetMap name cached during data preparation: BJ Supermarket. No external company lookup occurs during runtime.
ORG_N2835994760,Ultimate Athletics,gym,PL_N2835994760,Old Toronto,1,1,20,osm_name,true,verified,0.0,1,OpenStreetMap,N2835994760,https://www.openstreetmap.org/node/2835994760,OpenStreetMap name cached during data preparation: Ultimate Athletics. No external company lookup occurs during runtime.
ORG_N2840262701,Gap Factory Store,retail,PL_N2840262701,Scarborough,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2840262701,https://www.openstreetmap.org/node/2840262701,OpenStreetMap name cached during data preparation: Gap Factory Store. No external company lookup occurs during runtime.
ORG_N2840298201,Spice Club Indian & Hakka Cuisine,restaurant,PL_N2840298201,Scarborough,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2840298201,https://www.openstreetmap.org/node/2840298201,OpenStreetMap name cached during data preparation: Spice Club Indian & Hakka Cuisine. No external company lookup occurs during runtime.
ORG_N2844172259,Air Liquide,office,PL_N2844172259,Brampton,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2844172259,https://www.openstreetmap.org/node/2844172259,OpenStreetMap name cached during data preparation: Air Liquide. No external company lookup occurs during runtime.
ORG_N2849238543,Kisense Door & Trim,retail,PL_N2849238543,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2849238543,https://www.openstreetmap.org/node/2849238543,OpenStreetMap name cached during data preparation: Kisense Door & Trim. No external company lookup occurs during runtime.
ORG_N2849241120,Fuzion Fitness,gym,PL_N2849241120,Old Toronto,1,1,20,osm_name,true,verified,0.0,1,OpenStreetMap,N2849241120,https://www.openstreetmap.org/node/2849241120,OpenStreetMap name cached during data preparation: Fuzion Fitness. No external company lookup occurs during runtime.
ORG_N2849278924,Best for Bride,retail,PL_N2849278924,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2849278924,https://www.openstreetmap.org/node/2849278924,OpenStreetMap name cached during data preparation: Best for Bride. No external company lookup occurs during runtime.
ORG_N2849284957,Six Points Plastics Inc.,office,PL_N2849284957,Old Toronto,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2849284957,https://www.openstreetmap.org/node/2849284957,OpenStreetMap name cached during data preparation: Six Points Plastics Inc.. No external company lookup occurs during runtime.
ORG_N2856305706,Greenbelt Environmental Services,office,PL_N2856305706,Old Toronto,6,1,80,osm_name,true,medium,79.2,4,OpenStreetMap,N2856305706,https://www.openstreetmap.org/node/2856305706,OpenStreetMap name cached during data preparation: Greenbelt Environmental Services. No external company lookup occurs during runtime.
ORG_N2858285616,Labyrinth,office,PL_N2858285616,Old Toronto,5,1,80,osm_nearby_name,true,medium,83.1,2,OpenStreetMap,N2858285616,https://www.openstreetmap.org/node/2858285616,OpenStreetMap name cached during data preparation: Labyrinth. No external company lookup occurs during runtime.
ORG_N286375638,Wingstop,restaurant,PL_N286375638,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N286375638,https://www.openstreetmap.org/node/286375638,OpenStreetMap name cached during data preparation: Wingstop. No external company lookup occurs during runtime.
ORG_N2864373496,Circle K,retail,PL_N2864373496,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2864373496,https://www.openstreetmap.org/node/2864373496,OpenStreetMap name cached during data preparation: Circle K. No external company lookup occurs during runtime.
ORG_N2873817304,Zed Smart - Website Designing,office,PL_N2873817304,Brampton,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2873817304,https://www.openstreetmap.org/node/2873817304,OpenStreetMap name cached during data preparation: Zed Smart - Website Designing. No external company lookup occurs during runtime.
ORG_N2876277281,The DV Shop,retail,PL_N2876277281,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2876277281,https://www.openstreetmap.org/node/2876277281,OpenStreetMap name cached during data preparation: The DV Shop. No external company lookup occurs during runtime.
ORG_N2880876216,Shop 'N Go,retail,PL_N2880876216,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2880876216,https://www.openstreetmap.org/node/2880876216,OpenStreetMap name cached during data preparation: Shop 'N Go. No external company lookup occurs during runtime.
ORG_N2883876001,CAN-AM Accounting Services,office,PL_N2883876001,Old Toronto,10,1,80,osm_name,true,medium,59.8,7,OpenStreetMap,N2883876001,https://www.openstreetmap.org/node/2883876001,OpenStreetMap name cached during data preparation: CAN-AM Accounting Services. No external company lookup occurs during runtime.
ORG_N2884419126,The Lawrence and Frances Bloomberg Department of Obstetrics and Gynaecology,university,PL_N2884419126,Old Toronto,11,1,200,osm_name,true,verified,0.0,1,OpenStreetMap,N2884419126,https://www.openstreetmap.org/node/2884419126,OpenStreetMap name cached during data preparation: The Lawrence and Frances Bloomberg Department of Obstetrics and Gynaecology. No external company lookup occurs during runtime.
ORG_N2887835265,Starbucks,cafe,PL_N2887835265,Old Toronto,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N2887835265,https://www.openstreetmap.org/node/2887835265,OpenStreetMap name cached during data preparation: Starbucks. No external company lookup occurs during runtime.
ORG_N2890089526,Canadian Cancer Society,office,PL_N2890089526,Old Toronto,7,1,80,osm_nearby_name,true,high,5.7,1,OpenStreetMap,N2890089526,https://www.openstreetmap.org/node/2890089526,OpenStreetMap name cached during data preparation: Canadian Cancer Society. No external company lookup occurs during runtime.
ORG_N2897210802,Metro Toronto Convention Centre offices,office,PL_N2897210802,Old Toronto,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2897210802,https://www.openstreetmap.org/node/2897210802,OpenStreetMap name cached during data preparation: Metro Toronto Convention Centre offices. No external company lookup occurs during runtime.
ORG_N2897307106,Western Kitchen,restaurant,PL_N2897307106,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2897307106,https://www.openstreetmap.org/node/2897307106,OpenStreetMap name cached during data preparation: Western Kitchen. No external company lookup occurs during runtime.
ORG_N2904558721,IBM,office,PL_N2904558721,North York,1,1,80,osm_nearby_name,true,medium,53.5,1,OpenStreetMap,N2904558721,https://www.openstreetmap.org/node/2904558721,OpenStreetMap name cached during data preparation: IBM. No external company lookup occurs during runtime.
ORG_N2904816566,italinteriors,office,PL_N2904816566,Old Toronto,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2904816566,https://www.openstreetmap.org/node/2904816566,OpenStreetMap name cached during data preparation: italinteriors. No external company lookup occurs during runtime.
ORG_N2916190281,Longo's,supermarket,PL_N2916190281,Markham,1,1,35,osm_name,true,verified,0.0,1,OpenStreetMap,N2916190281,https://www.openstreetmap.org/node/2916190281,OpenStreetMap name cached during data preparation: Longo's. No external company lookup occurs during runtime.
ORG_N2916217446,Whole Foods Market,supermarket,PL_N2916217446,Markham,1,1,35,osm_name,true,verified,0.0,1,OpenStreetMap,N2916217446,https://www.openstreetmap.org/node/2916217446,OpenStreetMap name cached during data preparation: Whole Foods Market. No external company lookup occurs during runtime.
ORG_N2917845101,BAU University,office,PL_N2917845101,Old Toronto,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2917845101,https://www.openstreetmap.org/node/2917845101,OpenStreetMap name cached during data preparation: BAU University. No external company lookup occurs during runtime.
ORG_N2917845102,1-800-GOT-JUNK,office,PL_N2917845102,Old Toronto,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2917845102,https://www.openstreetmap.org/node/2917845102,OpenStreetMap name cached during data preparation: 1-800-GOT-JUNK. No external company lookup occurs during runtime.
ORG_N2926797002,Boston Pizza,restaurant,PL_N2926797002,Scarborough,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2926797002,https://www.openstreetmap.org/node/2926797002,OpenStreetMap name cached during data preparation: Boston Pizza. No external company lookup occurs during runtime.
ORG_N2926910904,Chartered Accountant,office,PL_N2926910904,Old Toronto,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2926910904,https://www.openstreetmap.org/node/2926910904,OpenStreetMap name cached during data preparation: Chartered Accountant. No external company lookup occurs during runtime.
ORG_N2934009272,Astro Marketing Ltd,office,PL_N2934009272,Vaughan,1,1,80,osm_name,true,verified,0.0,1,OpenStreetMap,N2934009272,https://www.openstreetmap.org/node/2934009272,OpenStreetMap name cached during data preparation: Astro Marketing Ltd. No external company lookup occurs during runtime.
ORG_N2948611757,Calvin Klein,retail,PL_N2948611757,Vaughan,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2948611757,https://www.openstreetmap.org/node/2948611757,OpenStreetMap name cached during data preparation: Calvin Klein. No external company lookup occurs during runtime.
ORG_N295326041,Interior Couture,retail,PL_N295326041,Old Toronto,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N295326041,https://www.openstreetmap.org/node/295326041,OpenStreetMap name cached during data preparation: Interior Couture. No external company lookup occurs during runtime.
ORG_N2960235733,Shishlix Grill & Restaurant,restaurant,PL_N2960235733,Richmond Hill,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2960235733,https://www.openstreetmap.org/node/2960235733,OpenStreetMap name cached during data preparation: Shishlix Grill & Restaurant. No external company lookup occurs during runtime.
ORG_N2966297760,Dollarama,retail,PL_N2966297760,Brampton,1,1,15,osm_name,true,verified,0.0,1,OpenStreetMap,N2966297760,https://www.openstreetmap.org/node/2966297760,OpenStreetMap name cached during data preparation: Dollarama. No external company lookup occurs during runtime.
ORG_N2966355208,Montana's,restaurant,PL_N2966355208,Brampton,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2966355208,https://www.openstreetmap.org/node/2966355208,OpenStreetMap name cached during data preparation: Montana's. No external company lookup occurs during runtime.
ORG_N2968817518,Patrician Grill,restaurant,PL_N2968817518,Old Toronto,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N2968817518,https://www.openstreetmap.org/node/2968817518,OpenStreetMap name cached during data preparation: Patrician Grill. No external company lookup occurs during runtime.
ORG_N2972858749,Tim Hortons,cafe,PL_N2972858749,Markham,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N2972858749,https://www.openstreetmap.org/node/2972858749,OpenStreetMap name cached during data preparation: Tim Hortons. No external company lookup occurs during runtime.
ORG_N2998787138,Vive,gym,PL_N2998787138,Old Toronto,2,1,20,osm_name,true,verified,0.0,1,OpenStreetMap,N2998787138,https://www.openstreetmap.org/node/2998787138,OpenStreetMap name cached during data preparation: Vive. No external company lookup occurs during runtime.
ORG_N3007175447,Ladies Learning Code,office,PL_N3007175447,Old Toronto,7,1,80,osm_nearby_name,true,medium,48.2,2,OpenStreetMap,N3007175447,https://www.openstreetmap.org/node/3007175447,OpenStreetMap name cached during data preparation: Ladies Learning Code. No external company lookup occurs during runtime.
ORG_N3009597791,Designstor,office,PL_N3009597791,Old Toronto,5,1,80,osm_name,true,medium,32.3,2,OpenStreetMap,N3009597791,https://www.openstreetmap.org/node/3009597791,OpenStreetMap name cached during data preparation: Designstor. No external company lookup occurs during runtime.
ORG_N3044762416,Pizzaville,restaurant,PL_N3044762416,Markham,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N3044762416,https://www.openstreetmap.org/node/3044762416,OpenStreetMap name cached during data preparation: Pizzaville. No external company lookup occurs during runtime.
ORG_N3044762417,Subway,restaurant,PL_N3044762417,Markham,1,1,12,osm_name,true,verified,0.0,1,OpenStreetMap,N3044762417,https://www.openstreetmap.org/node/3044762417,OpenStreetMap name cached during data preparation: Subway. No external company lookup occurs during runtime.
ORG_N305489899,Coffee Time,cafe,PL_N305489899,Scarborough,1,1,8,osm_name,true,verified,0.0,1,OpenStreetMap,N305489899,https://www.openstreetmap.org/node/305489899,OpenStreetMap name cached during data preparation: Coffee Time. No external company lookup occurs during runtime.
