external_contact_id,person_id,relation_type,label,home_place_id,co_resident,availability_profile,description
EXT0000882,P00413,parent,样本外母亲,PL_W659461271,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000883,P00413,minor_child,样本外未成年子女1,PL_W469779620,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000884,P00413,minor_child,样本外未成年子女2,PL_W469779620,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000885,P00414,partner,样本外伴侣,PL_W31754697,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000886,P00414,parent,样本外母亲,PL_W661841323,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000887,P00414,minor_child,样本外未成年子女1,PL_W31754697,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000888,P00414,minor_child,样本外未成年子女2,PL_W31754697,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000889,P00415,parent,样本外父亲,PL_W663052515,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000890,P00416,partner,样本外伴侣,PL_W662257890,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000891,P00416,parent,样本外母亲,PL_W663366080,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000892,P00416,minor_child,样本外未成年子女1,PL_W662257890,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000893,P00419,partner,样本外伴侣,PL_W659448185,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000894,P00419,parent,样本外母亲,PL_W802180908,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000895,P00419,minor_child,样本外未成年子女1,PL_W659333355,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000896,P00420,parent,样本外父亲,PL_W662163536,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000897,P00420,minor_child,样本外未成年子女1,PL_W36888109,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000898,P00420,minor_child,样本外未成年子女2,PL_W36888109,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000899,P00421,parent,样本外父亲,PL_W660623566,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000900,P00421,parent,样本外父亲,PL_W662175645,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000901,P00421,minor_child,样本外未成年子女1,PL_W705649183,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000902,P00422,parent,样本外母亲,PL_W660832610,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000903,P00423,parent,样本外父亲,PL_W663070306,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000904,P00423,parent,样本外父亲,PL_W135320312,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000905,P00424,partner,样本外伴侣,PL_W31373517,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000906,P00424,parent,样本外父亲,PL_W657986773,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000907,P00425,partner,样本外伴侣,PL_W283005667,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000908,P00425,parent,样本外父亲,PL_W661540338,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000909,P00426,partner,样本外伴侣,PL_W659839508,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000910,P00426,parent,样本外父亲,PL_W662764847,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000911,P00427,parent,样本外母亲,PL_W662499602,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000912,P00427,parent,样本外父亲,PL_W660033258,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000913,P00427,minor_child,样本外未成年子女1,PL_W661919939,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000914,P00428,partner,样本外伴侣,PL_W31624354,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000915,P00428,parent,样本外母亲,PL_W673825559,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000916,P00428,minor_child,样本外未成年子女1,PL_W31624354,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000917,P00428,minor_child,样本外未成年子女2,PL_W31624354,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000918,P00429,parent,样本外父亲,PL_W657951200,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000919,P00429,parent,样本外父亲,PL_W659534428,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000920,P00431,parent,样本外母亲,PL_W802235413,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000921,P00431,minor_child,样本外未成年子女1,PL_W702554514,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000922,P00431,minor_child,样本外未成年子女2,PL_W702554514,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000923,P00432,partner,样本外伴侣,PL_W658010680,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000924,P00432,parent,样本外父亲,PL_W662726016,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000925,P00432,parent,样本外父亲,PL_W660842532,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000926,P00432,minor_child,样本外未成年子女1,PL_W1518710184,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000927,P00432,minor_child,样本外未成年子女2,PL_W1518710184,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000928,P00433,partner,样本外伴侣,PL_W705563021,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000929,P00433,parent,样本外父亲,PL_W659577854,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000930,P00433,minor_child,样本外未成年子女1,PL_W705563021,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000931,P00434,parent,样本外父亲,PL_W660864775,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000932,P00434,parent,样本外父亲,PL_W661484085,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000933,P00435,partner,样本外伴侣,PL_W659452796,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000934,P00435,parent,样本外母亲,PL_W661794029,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000935,P00436,parent,样本外父亲,PL_W573770745,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000936,P00437,parent,样本外父亲,PL_W1253685245,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000937,P00437,parent,样本外父亲,PL_W663070243,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000938,P00438,partner,样本外伴侣,PL_W658467107,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000939,P00438,parent,样本外母亲,PL_W659454135,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000940,P00439,partner,样本外伴侣,PL_W31754491,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000941,P00439,parent,样本外父亲,PL_W663068892,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000942,P00439,minor_child,样本外未成年子女1,PL_W31754491,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000943,P00440,partner,样本外伴侣,PL_W705649169,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000944,P00440,parent,样本外母亲,PL_W659459598,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000945,P00442,partner,样本外伴侣,PL_W416778780,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000946,P00442,parent,样本外父亲,PL_W662381211,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000947,P00442,minor_child,样本外未成年子女1,PL_W416778780,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000948,P00442,minor_child,样本外未成年子女2,PL_W416778780,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000949,P00443,parent,样本外母亲,PL_W662166064,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000950,P00444,partner,样本外伴侣,PL_W661047914,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000951,P00444,parent,样本外母亲,PL_W31372867,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000952,P00444,minor_child,样本外未成年子女1,PL_W661047914,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000953,P00444,minor_child,样本外未成年子女2,PL_W661047914,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000954,P00445,partner,样本外伴侣,PL_W662175307,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000955,P00445,parent,样本外父亲,PL_W659623105,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000956,P00445,minor_child,样本外未成年子女1,PL_W662175307,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000957,P00446,partner,样本外伴侣,PL_W661205094,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000958,P00447,parent,样本外父亲,PL_W661048268,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000959,P00447,parent,样本外父亲,PL_W658301999,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000960,P00449,partner,样本外伴侣,PL_W122356169,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000961,P00449,minor_child,样本外未成年子女1,PL_W122356169,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000962,P00450,parent,样本外母亲,PL_W796648462,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000963,P00451,parent,样本外父亲,PL_W46158991,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000964,P00452,partner,样本外伴侣,PL_W659454383,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000965,P00452,parent,样本外父亲,PL_W659731743,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000966,P00452,minor_child,样本外未成年子女1,PL_W659454383,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000967,P00453,minor_child,样本外未成年子女1,PL_W704292297,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000968,P00454,partner,样本外伴侣,PL_W129727109,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000969,P00454,parent,样本外母亲,PL_W127573039,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000970,P00454,parent,样本外父亲,PL_W661942197,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000971,P00454,minor_child,样本外未成年子女1,PL_W129727109,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000972,P00454,minor_child,样本外未成年子女2,PL_W129727109,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000973,P00455,parent,样本外母亲,PL_W796670777,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000974,P00456,partner,样本外伴侣,PL_W31451095,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000975,P00456,parent,样本外父亲,PL_W659246866,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000976,P00457,partner,样本外伴侣,PL_W743693377,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000977,P00457,parent,样本外母亲,PL_W661346793,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000978,P00457,minor_child,样本外未成年子女1,PL_W662177100,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000979,P00457,minor_child,样本外未成年子女2,PL_W662177100,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000980,P00458,partner,样本外伴侣,PL_W659629293,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000981,P00458,parent,样本外母亲,PL_W662785149,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000982,P00459,parent,样本外母亲,PL_W659114163,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000983,P00459,parent,样本外父亲,PL_W352368333,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000984,P00459,minor_child,样本外未成年子女1,PL_W705507615,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000985,P00459,minor_child,样本外未成年子女2,PL_W705507615,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000986,P00460,partner,样本外伴侣,PL_W661840699,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000987,P00460,parent,样本外母亲,PL_W661346767,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000988,P00461,parent,样本外母亲,PL_W658491283,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000989,P00461,parent,样本外父亲,PL_W658300774,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000990,P00462,partner,样本外伴侣,PL_W659461419,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000991,P00462,parent,样本外父亲,PL_W804474198,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000992,P00463,partner,样本外伴侣,PL_W796605023,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000993,P00463,parent,样本外父亲,PL_W662105959,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000994,P00463,parent,样本外父亲,PL_W706192710,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000995,P00464,partner,样本外伴侣,PL_W31373086,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000996,P00465,parent,样本外父亲,PL_W661325727,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0000997,P00465,minor_child,样本外未成年子女1,PL_W31756292,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0000998,P00466,partner,样本外伴侣,PL_W659320164,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0000999,P00466,minor_child,样本外未成年子女1,PL_W660806679,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001000,P00467,partner,样本外伴侣,PL_W662810147,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001001,P00467,parent,样本外母亲,PL_W77388998,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001002,P00467,minor_child,样本外未成年子女1,PL_W704229394,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001003,P00469,partner,样本外伴侣,PL_W1420633847,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001004,P00469,parent,样本外母亲,PL_W740531069,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001005,P00470,partner,样本外伴侣,PL_W143654373,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001006,P00470,parent,样本外母亲,PL_W659606104,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001007,P00470,minor_child,样本外未成年子女1,PL_W143654373,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001008,P00470,minor_child,样本外未成年子女2,PL_W143654373,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001009,P00472,partner,样本外伴侣,PL_W221555655,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001010,P00472,parent,样本外父亲,PL_W659426625,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001011,P00472,parent,样本外父亲,PL_W657696444,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001012,P00473,parent,样本外母亲,PL_W659618666,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001013,P00474,partner,样本外伴侣,PL_W662095051,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001014,P00474,minor_child,样本外未成年子女1,PL_W662095051,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001015,P00475,parent,样本外父亲,PL_W705222385,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001016,P00476,partner,样本外伴侣,PL_W704232378,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001017,P00476,parent,样本外母亲,PL_W659249532,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001018,P00476,parent,样本外父亲,PL_W659600631,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001019,P00476,minor_child,样本外未成年子女1,PL_W704232378,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001020,P00477,parent,样本外父亲,PL_W660344556,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001021,P00477,parent,样本外父亲,PL_W664161285,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001022,P00478,partner,样本外伴侣,PL_W770873612,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001023,P00478,parent,样本外父亲,PL_W662146405,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001024,P00478,minor_child,样本外未成年子女1,PL_W770873612,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001025,P00479,parent,样本外母亲,PL_W797145432,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001026,P00480,partner,样本外伴侣,PL_W1204906983,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001027,P00480,parent,样本外父亲,PL_W804349977,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001028,P00480,minor_child,样本外未成年子女1,PL_W1204906983,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001029,P00481,partner,样本外伴侣,PL_W658477650,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001030,P00481,parent,样本外父亲,PL_W658490563,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001031,P00481,parent,样本外父亲,PL_W1433447954,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001032,P00482,parent,样本外母亲,PL_W659245956,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001033,P00482,parent,样本外父亲,PL_W804445543,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001034,P00483,partner,样本外伴侣,PL_W703932818,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001035,P00483,parent,样本外母亲,PL_W659629165,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001036,P00483,minor_child,样本外未成年子女1,PL_W703932818,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001037,P00483,minor_child,样本外未成年子女2,PL_W703932818,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001038,P00484,partner,样本外伴侣,PL_W661336064,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001039,P00485,partner,样本外伴侣,PL_W659732331,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001040,P00485,parent,样本外父亲,PL_W660836440,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001041,P00486,partner,样本外伴侣,PL_W943428709,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001042,P00486,parent,样本外母亲,PL_W187103046,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001043,P00486,parent,样本外父亲,PL_W155124913,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001044,P00487,parent,样本外母亲,PL_W661541274,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001045,P00488,parent,样本外父亲,PL_W804697239,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001046,P00489,parent,样本外父亲,PL_W662756777,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001047,P00490,partner,样本外伴侣,PL_W702169769,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001048,P00490,parent,样本外父亲,PL_W660213064,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001049,P00490,minor_child,样本外未成年子女1,PL_W702169769,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001050,P00491,parent,样本外父亲,PL_W71009375,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001051,P00491,parent,样本外父亲,PL_W659451926,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001052,P00493,parent,样本外父亲,PL_W662526944,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001053,P00493,minor_child,样本外未成年子女1,PL_W704993428,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001054,P00493,minor_child,样本外未成年子女2,PL_W704993428,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001055,P00494,partner,样本外伴侣,PL_W1275527442,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001056,P00494,parent,样本外父亲,PL_W659628661,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001057,P00494,minor_child,样本外未成年子女1,PL_W1275527442,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001058,P00494,minor_child,样本外未成年子女2,PL_W1275527442,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001059,P00495,partner,样本外伴侣,PL_W659448870,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001060,P00495,parent,样本外母亲,PL_W660397275,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001061,P00496,partner,样本外伴侣,PL_W793516164,false,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001062,P00496,parent,样本外父亲,PL_W661644315,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001063,P00498,parent,样本外父亲,PL_W663871032,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001064,P00498,parent,样本外父亲,PL_W134095872,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001065,P00498,minor_child,样本外未成年子女1,PL_W705845652,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001066,P00499,parent,样本外父亲,PL_W804264397,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001067,P00499,parent,样本外父亲,PL_W804374742,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001068,P00499,minor_child,样本外未成年子女1,PL_W170055111,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001069,P00499,minor_child,样本外未成年子女2,PL_W170055111,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001070,P00500,parent,样本外母亲,PL_W608005598,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001071,P00501,partner,样本外伴侣,PL_W1204945366,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001072,P00501,parent,样本外母亲,PL_W662538932,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001073,P00502,partner,样本外伴侣,PL_W89185222,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001074,P00502,parent,样本外母亲,PL_W663828734,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001075,P00502,minor_child,样本外未成年子女1,PL_W89185222,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001076,P00502,minor_child,样本外未成年子女2,PL_W89185222,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001077,P00503,partner,样本外伴侣,PL_W41405392,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001078,P00503,parent,样本外母亲,PL_W659729629,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001079,P00504,partner,样本外伴侣,PL_W661330450,true,evenings_and_weekends,此伴侣未进入一万人样本；只用于约会和家庭活动，不进行实时位置追踪。
EXT0001080,P00504,parent,样本外母亲,PL_W661778274,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
EXT0001081,P00504,minor_child,样本外未成年子女1,PL_W661330450,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001082,P00504,minor_child,样本外未成年子女2,PL_W661330450,true,dependent,未成年子女不属于成人模拟样本，与该人物共同居住。
EXT0001083,P00505,parent,样本外母亲,PL_W662383271,false,daytime_and_evenings,父母未进入一万人样本，并且与成年子女分开居住。
