person_id,place_role,place_id
P02431,WORK,PL_W62058559
P02432,HOME,PL_W659732256
P02432,WORK,PL_W953878382
P02433,HOME,PL_W34229575
P02433,WORK,PL_W62057334
P02434,HOME,PL_W659839184
P02434,WORK,PL_W34121733
P02434,CHILD_SCHOOL,PL_N2332638609
P02435,HOME,PL_W661824449
P02435,WORK,PL_W43806171
P02435,CHILD_SCHOOL,PL_W42530511
P02436,HOME,PL_W704196071
P02436,WORK,PL_N13765064554
P02436,CHILD_SCHOOL,PL_W25366324
P02437,HOME,PL_W572761409
P02437,WORK,PL_W32024839
P02438,HOME,PL_W659455251
P02438,WORK,PL_W231982024
P02438,CHILD_SCHOOL,PL_W56127102
P02439,HOME,PL_W31754493
P02439,WORK,PL_N13381140953
P02440,HOME,PL_W34229575
P02440,WORK,PL_W32572548
P02440,CHILD_SCHOOL,PL_W225936203
P02441,HOME,PL_W31754690
P02441,WORK,PL_W34546444
P02441,CHILD_SCHOOL,PL_W225859145
P02442,HOME,PL_W704229404
P02442,WORK,PL_W953878382
P02443,HOME,PL_W706192709
P02443,WORK,PL_W34546289
P02443,CHILD_SCHOOL,PL_W56868358
P02444,HOME,PL_W1203379925
P02444,WORK,PL_W137916397
P02445,HOME,PL_W661648853
P02445,WORK,PL_W661648853
P02446,HOME,PL_W704993428
P02446,WORK,PL_W103095385
P02447,HOME,PL_W31756311
P02447,WORK,PL_W662253498
P02447,CHILD_SCHOOL,PL_W33503151
P02448,HOME,PL_W659245483
P02448,WORK,PL_W657936244
P02448,CHILD_SCHOOL,PL_W760840673
P02449,HOME,PL_W143654373
P02449,WORK,PL_N992360568
P02449,CHILD_SCHOOL,PL_N4264646734
P02450,HOME,PL_W660831382
P02450,WORK,PL_W32706591
P02451,HOME,PL_W31757287
P02451,WORK,PL_W34749850
P02451,CHILD_SCHOOL,PL_W35836135
P02452,HOME,PL_W662095051
P02452,WORK,PL_W658467409
P02452,CHILD_SCHOOL,PL_W41364187
P02453,HOME,PL_W703776817
P02453,WORK,PL_W106181672
P02453,CHILD_SCHOOL,PL_W688267161
P02454,HOME,PL_W830376549
P02454,WORK,PL_N12128564062
P02454,CHILD_SCHOOL,PL_W36544304
P02455,HOME,PL_W705507608
P02455,WORK,PL_N1654356008
P02456,HOME,PL_W41405388
P02456,WORK,PL_N12955164258
P02457,HOME,PL_W67141587
P02457,WORK,PL_W333192896
P02457,CHILD_SCHOOL,PL_W703423111
P02458,HOME,PL_W706078542
P02458,WORK,PL_W659588101
P02458,CHILD_SCHOOL,PL_W24159328
P02459,HOME,PL_W704287221
P02459,WORK,PL_W979189719
P02459,CHILD_SCHOOL,PL_W186575106
P02460,HOME,PL_W705011690
P02460,WORK,PL_N7935858885
P02461,HOME,PL_W32455671
P02461,WORK,PL_N3714090730
P02462,HOME,PL_W34229573
P02462,WORK,PL_N13198788810
P02463,HOME,PL_W57079616
P02463,WORK,PL_N6358489624
P02464,HOME,PL_W659451949
P02464,WORK,PL_N7575669938
P02465,HOME,PL_W662775868
P02465,WORK,PL_W537868893
P02466,HOME,PL_W705011701
P02466,WORK,PL_W420792789
P02467,HOME,PL_W43804755
P02467,WORK,PL_W69966012
P02468,HOME,PL_W661634979
P02468,WORK,PL_W275007753
P02468,CHILD_SCHOOL,PL_W195493031
P02469,HOME,PL_W31757882
P02469,WORK,PL_W671097359
P02470,HOME,PL_W661650082
P02470,WORK,PL_W339360513
P02470,CHILD_SCHOOL,PL_W171477484
P02471,HOME,PL_W662761993
P02471,WORK,PL_W62057772
P02472,HOME,PL_W705529523
P02472,WORK,PL_N5457436822
P02472,CHILD_SCHOOL,PL_W36370852
P02473,HOME,PL_W1204794241
P02473,WORK,PL_N8009441679
P02474,HOME,PL_W661075655
P02474,WORK,PL_N6811531612
P02474,CHILD_SCHOOL,PL_W36332059
P02475,HOME,PL_W33036594
P02475,UNIVERSITY,PL_N1518532024
P02476,HOME,PL_W1275510427
P02476,WORK,PL_N763667715
P02476,CHILD_SCHOOL,PL_W56184642
P02477,HOME,PL_W660806673
P02477,UNIVERSITY,PL_W23447514
P02478,HOME,PL_W702142765
P02478,WORK,PL_W951835028
P02479,HOME,PL_W231013507
P02479,WORK,PL_W1042084198
P02480,HOME,PL_W336113000
P02480,WORK,PL_W336113000
P02481,HOME,PL_W1163968780
P02481,WORK,PL_W659427555
P02481,CHILD_SCHOOL,PL_W161236234
P02482,HOME,PL_W660177425
P02482,WORK,PL_W58924880
P02483,HOME,PL_W662176881
P02483,WORK,PL_N12344862008
P02483,CHILD_SCHOOL,PL_W36370852
P02484,HOME,PL_W661065576
P02484,WORK,PL_W117593766
P02484,CHILD_SCHOOL,PL_W705125019
P02485,HOME,PL_W705170970
P02485,WORK,PL_W703436006
P02485,CHILD_SCHOOL,PL_W32819968
P02486,HOME,PL_W31757784
P02486,WORK,PL_W660624564
P02486,CHILD_SCHOOL,PL_W41364187
P02487,HOME,PL_W659548966
P02487,WORK,PL_W67139117
P02487,CHILD_SCHOOL,PL_W705845654
P02488,HOME,PL_W704729324
P02488,WORK,PL_W170053304
P02488,CHILD_SCHOOL,PL_W703423111
P02489,HOME,PL_W661840241
P02489,WORK,PL_W62256155
P02490,HOME,PL_W704229383
P02490,WORK,PL_W255630384
P02491,HOME,PL_W659447762
P02491,WORK,PL_N13614787408
P02492,HOME,PL_W31757254
P02492,WORK,PL_N8851178360
P02492,CHILD_SCHOOL,PL_W703423111
P02493,HOME,PL_W1275521510
P02493,WORK,PL_N5176791494
P02493,CHILD_SCHOOL,PL_W31956205
P02494,HOME,PL_W31757882
P02494,WORK,PL_N12697813980
P02494,CHILD_SCHOOL,PL_W56051919
P02495,HOME,PL_W659446064
P02495,WORK,PL_N11803596926
P02495,CHILD_SCHOOL,PL_W688268884
P02496,HOME,PL_W660602648
P02496,WORK,PL_W663828868
P02497,HOME,PL_W659333397
P02497,UNIVERSITY,PL_N12898232996
P02498,HOME,PL_W661075198
P02498,WORK,PL_W31560496
P02498,CHILD_SCHOOL,PL_W57052280
P02499,HOME,PL_W704288166
P02499,WORK,PL_W83232093
P02499,CHILD_SCHOOL,PL_W688267157
P02500,HOME,PL_W195460223
P02500,WORK,PL_W34121733
P02501,HOME,PL_W661330259
P02501,WORK,PL_N12861648672
P02501,CHILD_SCHOOL,PL_W33541185
P02502,HOME,PL_W31757273
P02502,WORK,PL_N13953080605
P02503,HOME,PL_W32820133
P02503,UNIVERSITY,PL_N12322231472
P02504,HOME,PL_W31754686
P02504,WORK,PL_N6310788379
P02505,HOME,PL_W195460168
P02505,WORK,PL_W657721259
P02506,HOME,PL_W659547322
P02506,WORK,PL_W179222094
P02507,HOME,PL_W660602136
P02507,WORK,PL_N6373239279
P02507,CHILD_SCHOOL,PL_W122480554
P02508,HOME,PL_W1202300282
P02508,WORK,PL_W662100020
P02509,HOME,PL_W659732801
P02509,WORK,PL_W27767640
P02510,HOME,PL_W662498855
P02510,WORK,PL_W58646436
P02510,CHILD_SCHOOL,PL_W179180309
P02511,HOME,PL_W31451019
P02511,WORK,PL_N8378965786
P02511,CHILD_SCHOOL,PL_W36331867
P02512,HOME,PL_W61955719
P02512,WORK,PL_W661251368
P02512,CHILD_SCHOOL,PL_W703752577
P02513,HOME,PL_W660819593
P02513,WORK,PL_N6543821802
P02514,HOME,PL_W31373086
P02514,WORK,PL_W1034600126
P02514,CHILD_SCHOOL,PL_W35798021
P02515,HOME,PL_W662142783
P02515,WORK,PL_W661896791
P02516,HOME,PL_W32455673
P02516,WORK,PL_N2849284957
P02517,HOME,PL_W702145957
P02517,WORK,PL_W702145957
P02517,CHILD_SCHOOL,PL_W42525407
P02518,HOME,PL_W659454081
P02518,WORK,PL_N13973198333
P02518,CHILD_SCHOOL,PL_W688047029
P02519,HOME,PL_W31757288
P02519,WORK,PL_W56062733
P02519,CHILD_SCHOOL,PL_W65239313
P02520,HOME,PL_W662389276
P02520,WORK,PL_W34587723
P02520,CHILD_SCHOOL,PL_W32121754
P02521,HOME,PL_W661471027
P02521,WORK,PL_W181032381
P02522,HOME,PL_W31757254
P02522,WORK,PL_W657935997
P02522,CHILD_SCHOOL,PL_W180044576
P02523,HOME,PL_W43804755
P02523,WORK,PL_W27767631
P02524,HOME,PL_W659447838
P02524,WORK,PL_W659605921
P02525,HOME,PL_W705170970
P02525,WORK,PL_N2876277281
P02526,HOME,PL_W704292294
P02526,WORK,PL_W661471724
P02527,HOME,PL_W660078718
P02527,WORK,PL_W661511461
P02527,CHILD_SCHOOL,PL_W26949764
P02528,HOME,PL_W67091562
P02528,UNIVERSITY,PL_N547498239
P02529,HOME,PL_W705529515
P02529,WORK,PL_N5987043916
P02530,HOME,PL_W170052744
P02530,WORK,PL_W170052744
P02530,CHILD_SCHOOL,PL_W224674925
P02531,HOME,PL_W703776820
P02531,WORK,PL_W56010221
P02531,CHILD_SCHOOL,PL_W235324578
P02532,HOME,PL_W661840699
P02532,WORK,PL_W660081848
P02532,CHILD_SCHOOL,PL_W70509378
P02533,HOME,PL_W705011701
P02533,WORK,PL_W61429677
P02534,HOME,PL_W661636757
P02534,WORK,PL_N1355709826
P02534,CHILD_SCHOOL,PL_N2336690053
P02535,HOME,PL_W659334343
P02535,WORK,PL_W34121572
P02535,CHILD_SCHOOL,PL_W34229259
P02536,HOME,PL_W31757867
P02536,WORK,PL_W804639074
P02537,HOME,PL_W334725258
P02537,UNIVERSITY,PL_N9139819377
P02538,HOME,PL_W702145963
P02538,WORK,PL_W103095385
P02538,CHILD_SCHOOL,PL_W705563025
P02539,HOME,PL_W1163968779
P02539,WORK,PL_W662379977
P02540,HOME,PL_W31619296
P02540,WORK,PL_W703944412
P02540,CHILD_SCHOOL,PL_W35798021
P02541,HOME,PL_W659731886
P02541,WORK,PL_W33729470
P02541,CHILD_SCHOOL,PL_W705565521
P02542,HOME,PL_W702142765
P02542,WORK,PL_N6548220172
P02543,HOME,PL_W659829644
P02543,WORK,PL_N279426852
P02544,HOME,PL_W705529519
P02544,WORK,PL_N6314606865
P02545,HOME,PL_W659334120
P02545,WORK,PL_W797150068
P02546,HOME,PL_W31619128
P02546,UNIVERSITY,PL_W1502658805
P02547,HOME,PL_W705121021
P02547,WORK,PL_W705649177
P02548,HOME,PL_W662176876
P02548,WORK,PL_W34165788
P02548,CHILD_SCHOOL,PL_W224442293
P02549,HOME,PL_W705624356
P02549,WORK,PL_W556114691
P02549,CHILD_SCHOOL,PL_W34617361
P02550,HOME,PL_W662176276
P02550,WORK,PL_W43808518
P02551,HOME,PL_W170051471
P02551,WORK,PL_N5675864740
P02551,CHILD_SCHOOL,PL_W35798778
P02552,HOME,PL_W31616712
P02552,WORK,PL_W77039474
P02552,CHILD_SCHOOL,PL_W684083281
P02553,HOME,PL_W31622241
P02553,WORK,PL_W659427596
P02554,HOME,PL_W662094577
P02554,WORK,PL_W61759775
P02555,HOME,PL_W659340841
P02555,WORK,PL_W179297875
P02556,HOME,PL_W660817381
P02556,WORK,PL_N308697096
P02557,HOME,PL_W661048062
P02557,WORK,PL_W661774418
P02558,HOME,PL_W659453010
P02558,WORK,PL_W677922579
P02558,CHILD_SCHOOL,PL_W705011693
P02559,HOME,PL_W31756348
P02559,WORK,PL_N2844172259
P02560,HOME,PL_W706192709
P02560,WORK,PL_N13106462369
P02560,CHILD_SCHOOL,PL_W164599151
P02561,HOME,PL_W656561712
P02561,WORK,PL_N5706121222
P02562,HOME,PL_W770873612
P02562,WORK,PL_N12154770140
P02563,HOME,PL_W661066596
P02563,WORK,PL_W61511473
P02564,HOME,PL_W31451004
P02564,WORK,PL_W27767640
P02565,HOME,PL_W659242436
P02565,WORK,PL_W1545155869
P02566,HOME,PL_W705740396
P02566,WORK,PL_W67138271
P02567,HOME,PL_W661635384
P02567,WORK,PL_N13428836128
P02567,CHILD_SCHOOL,PL_W224816805
P02568,HOME,PL_W661778839
P02568,WORK,PL_W184227161
P02568,CHILD_SCHOOL,PL_W760840673
P02569,HOME,PL_W659250101
P02569,WORK,PL_W704594307
P02569,CHILD_SCHOOL,PL_W121969533
P02570,HOME,PL_W659446244
P02570,WORK,PL_N3485479627
P02570,CHILD_SCHOOL,PL_W225936203
P02571,HOME,PL_W1275524426
P02571,WORK,PL_W33582108
P02571,CHILD_SCHOOL,PL_W226096987
P02572,HOME,PL_W662143361
P02572,WORK,PL_W658301630
P02573,HOME,PL_W31373089
P02573,WORK,PL_W660829943
P02573,CHILD_SCHOOL,PL_W36747098
P02574,HOME,PL_W660633676
P02574,WORK,PL_N2018989007
P02574,CHILD_SCHOOL,PL_W57052280
P02575,HOME,PL_W662145109
P02575,WORK,PL_N6481876649
P02575,CHILD_SCHOOL,PL_W705563025
P02576,HOME,PL_W660633443
P02576,UNIVERSITY,PL_N1515959209
P02576,CHILD_SCHOOL,PL_W160521056
P02577,HOME,PL_W170052637
P02577,WORK,PL_W61011663
P02577,CHILD_SCHOOL,PL_W171056869
P02578,HOME,PL_W34777552
P02578,WORK,PL_W493535925
P02579,HOME,PL_W706078542
P02579,WORK,PL_W691996415
P02579,CHILD_SCHOOL,PL_W43613879
P02580,HOME,PL_W31757288
P02580,WORK,PL_W669862621
P02581,HOME,PL_W277289884
P02581,WORK,PL_W31620421
P02581,CHILD_SCHOOL,PL_W36791041
P02582,HOME,PL_W31373083
P02582,WORK,PL_W31373083
P02582,CHILD_SCHOOL,PL_W122317772
P02583,HOME,PL_W42472531
P02583,WORK,PL_N7557291258
P02584,HOME,PL_W659242914
P02584,WORK,PL_W56064224
P02585,HOME,PL_W43807957
P02585,UNIVERSITY,PL_W1504227412
P02586,HOME,PL_W659453906
P02586,WORK,PL_N5262447517
P02586,CHILD_SCHOOL,PL_W822689780
P02587,HOME,PL_W31619128
P02587,UNIVERSITY,PL_W23447424
P02588,HOME,PL_W706078557
P02588,WORK,PL_W35798735
P02589,HOME,PL_W704229392
P02589,WORK,PL_W704229392
P02590,HOME,PL_W36791492
P02590,WORK,PL_W32540329
P02591,HOME,PL_W1204734589
P02591,WORK,PL_W59244459
P02592,HOME,PL_W705011706
P02592,WORK,PL_W705011706
P02592,CHILD_SCHOOL,PL_W34228912
P02593,HOME,PL_W661568879
P02593,WORK,PL_W661568879
P02594,HOME,PL_W704196083
P02594,UNIVERSITY,PL_N13879320058
P02595,HOME,PL_W661075921
P02595,WORK,PL_W61014137
P02595,CHILD_SCHOOL,PL_W41364187
P02596,HOME,PL_W661066509
P02596,WORK,PL_N6358218806
P02597,HOME,PL_W660637850
P02597,WORK,PL_W60482844
P02598,HOME,PL_W334725258
P02598,WORK,PL_W105516615
P02598,CHILD_SCHOOL,PL_W56184642
P02599,HOME,PL_W659454902
P02599,WORK,PL_W34176233
P02600,HOME,PL_W702167759
P02600,WORK,PL_N13374897386
P02601,HOME,PL_W1204772274
P02601,WORK,PL_W56433525
P02601,CHILD_SCHOOL,PL_W25288139
P02602,HOME,PL_W31616723
P02602,UNIVERSITY,PL_N13670266862
P02603,HOME,PL_W705109218
P02603,WORK,PL_N5016411587
P02603,CHILD_SCHOOL,PL_W37783057
P02604,HOME,PL_W661325522
P02604,WORK,PL_N13187015990
P02605,HOME,PL_W706093841
P02605,WORK,PL_N335831142
P02606,HOME,PL_W660603088
P02606,WORK,PL_N14077049219
P02607,HOME,PL_W660347522
P02607,WORK,PL_W659094350
P02608,HOME,PL_W659445402
P02608,WORK,PL_W27767635
P02609,HOME,PL_W31373437
P02609,WORK,PL_W31620037
P02610,HOME,PL_W114706282
P02610,WORK,PL_W32326391
P02610,CHILD_SCHOOL,PL_W36370852
P02611,HOME,PL_W661050451
P02611,WORK,PL_W697173971
P02611,CHILD_SCHOOL,PL_W34617361
P02612,HOME,PL_W659839646
P02612,UNIVERSITY,PL_N13932534615
P02613,HOME,PL_W659461426
P02613,UNIVERSITY,PL_N11091336111
P02614,HOME,PL_W703946864
P02614,WORK,PL_W1315961630
P02614,CHILD_SCHOOL,PL_W705563029
P02615,HOME,PL_W31754690
P02615,WORK,PL_W31926889
P02616,HOME,PL_W659733091
P02616,WORK,PL_N6873273229
P02616,CHILD_SCHOOL,PL_W224674925
P02617,HOME,PL_W661471172
P02617,WORK,PL_W658233514
P02618,HOME,PL_W705882031
P02618,WORK,PL_N12159951206
P02619,HOME,PL_W662725990
P02619,WORK,PL_N13537314229
P02620,HOME,PL_W1245776624
P02620,WORK,PL_N6334218973
P02621,HOME,PL_W33036598
P02621,WORK,PL_W93811567
P02621,CHILD_SCHOOL,PL_N3575731091
P02622,HOME,PL_W659731351
P02622,WORK,PL_N6365262300
P02623,HOME,PL_W659247722
P02623,WORK,PL_W661951760
P02624,HOME,PL_W33564022
P02624,WORK,PL_W27767625
P02624,CHILD_SCHOOL,PL_W255480069
P02625,HOME,PL_W31617606
P02625,WORK,PL_W122205423
P02625,CHILD_SCHOOL,PL_W59584330
P02626,HOME,PL_W1426163152
P02626,WORK,PL_W32805251
P02627,HOME,PL_W659728919
P02627,WORK,PL_W663827169
P02627,CHILD_SCHOOL,PL_W255480069
P02628,HOME,PL_W662143380
P02628,WORK,PL_N13691299349
P02629,HOME,PL_W36888103
P02629,WORK,PL_N7751944171
P02629,CHILD_SCHOOL,PL_W282961787
P02630,HOME,PL_W659333793
P02630,UNIVERSITY,PL_W1504222043
P02631,HOME,PL_W661565136
P02631,WORK,PL_W32742071
P02631,CHILD_SCHOOL,PL_W224442293
P02632,HOME,PL_W659340446
P02632,WORK,PL_W43804724
P02633,HOME,PL_W31754596
P02633,WORK,PL_W34166047
P02634,HOME,PL_W702560123
P02634,WORK,PL_W661314414
P02634,CHILD_SCHOOL,PL_W121969533
P02635,HOME,PL_W660585327
P02635,WORK,PL_W69966012
P02635,CHILD_SCHOOL,PL_W14608518
P02636,HOME,PL_W659448763
P02636,WORK,PL_W273616578
P02637,HOME,PL_W31451021
P02637,WORK,PL_N11582739982
P02637,CHILD_SCHOOL,PL_W34617709
P02638,HOME,PL_W31617615
P02638,WORK,PL_W106201344
P02639,HOME,PL_W660584984
P02639,WORK,PL_W660584984
P02639,CHILD_SCHOOL,PL_W36543496
P02640,HOME,PL_W705010197
P02640,WORK,PL_W67132136
P02640,CHILD_SCHOOL,PL_W42709352
P02641,HOME,PL_W41405393
P02641,WORK,PL_W663828899
P02642,HOME,PL_W702557441
P02642,WORK,PL_N12830420847
P02643,HOME,PL_W659447532
P02643,WORK,PL_N1268641370
P02644,HOME,PL_W662710084
P02644,WORK,PL_W187859275
P02645,HOME,PL_W31754690
P02645,WORK,PL_W461483024
P02646,HOME,PL_W186544588
P02646,WORK,PL_N682232893
P02646,CHILD_SCHOOL,PL_W36368280
P02647,HOME,PL_W660637217
P02647,WORK,PL_W274569751
P02647,CHILD_SCHOOL,PL_N7108106148
P02648,HOME,PL_W31757792
P02648,WORK,PL_N2398945285
P02649,HOME,PL_W660838024
P02649,UNIVERSITY,PL_W23447514
P02650,HOME,PL_W706236183
P02650,WORK,PL_N5058550322
P02650,CHILD_SCHOOL,PL_W703752577
P02651,HOME,PL_W659830338
P02651,WORK,PL_N4015549356
P02651,CHILD_SCHOOL,PL_W224897072
P02652,HOME,PL_W661921258
P02652,WORK,PL_W657979508
P02652,CHILD_SCHOOL,PL_W24725316
P02653,HOME,PL_W1075558487
P02653,WORK,PL_W692017153
P02653,CHILD_SCHOOL,PL_W36543325
P02654,HOME,PL_W660078031
P02654,UNIVERSITY,PL_W1504227413
P02655,HOME,PL_W660830849
P02655,WORK,PL_W943602453
P02656,HOME,PL_W1520600047
P02656,WORK,PL_W703776807
P02656,CHILD_SCHOOL,PL_W760844017
P02657,HOME,PL_W659448143
P02657,WORK,PL_N13921355619
P02658,HOME,PL_W659548259
P02658,WORK,PL_W43806144
P02659,HOME,PL_W122356169
P02659,WORK,PL_N13107676346
P02660,HOME,PL_W660633398
P02660,WORK,PL_W237018695
P02661,HOME,PL_W31754597
P02661,WORK,PL_W33527943
P02662,HOME,PL_W659454153
P02662,WORK,PL_N10087958867
P02663,HOME,PL_W31616721
P02663,WORK,PL_W160173309
P02663,CHILD_SCHOOL,PL_W33725547
P02664,HOME,PL_W660819976
P02664,WORK,PL_N11005867398
P02665,HOME,PL_W660837776
P02665,WORK,PL_W305249558
P02666,HOME,PL_W31754694
P02666,WORK,PL_W150494721
P02666,CHILD_SCHOOL,PL_W33725547
P02667,HOME,PL_W706190952
P02667,WORK,PL_N2132778188
P02668,HOME,PL_W31754690
P02668,WORK,PL_W97180148
P02669,HOME,PL_W704945373
P02669,WORK,PL_W704945373
P02670,HOME,PL_W662762761
P02670,WORK,PL_N5037595548
P02671,HOME,PL_W659250569
P02671,WORK,PL_W55896876
P02672,HOME,PL_W43806062
P02672,WORK,PL_W231773826
P02673,HOME,PL_W31617615
P02673,WORK,PL_N2511713490
P02674,HOME,PL_W31754596
P02674,WORK,PL_W58849210
P02674,CHILD_SCHOOL,PL_W28273222
P02675,HOME,PL_W704594312
P02675,WORK,PL_W61429677
P02676,HOME,PL_W704228133
P02676,UNIVERSITY,PL_N11115201179
P02677,HOME,PL_W662711112
P02677,WORK,PL_W105516615
P02677,CHILD_SCHOOL,PL_W224809461
P02678,HOME,PL_W705222396
P02678,WORK,PL_W705222396
P02679,HOME,PL_W31617610
P02679,WORK,PL_W31778884
P02680,HOME,PL_W31560363
P02680,WORK,PL_N2158052267
P02681,HOME,PL_W659447358
P02681,UNIVERSITY,PL_N12623084524
P02682,HOME,PL_W660079529
P02682,WORK,PL_W661774573
P02682,CHILD_SCHOOL,PL_W42709352
P02683,HOME,PL_W43804755
P02683,WORK,PL_W43804755
P02684,HOME,PL_W1275518423
P02684,WORK,PL_W159218218
P02685,HOME,PL_W1163968779
P02685,WORK,PL_W1163968779
P02685,CHILD_SCHOOL,PL_W417888719
P02686,HOME,PL_W661066028
P02686,WORK,PL_W669623915
P02686,CHILD_SCHOOL,PL_W36880102
P02687,HOME,PL_W457749630
P02687,WORK,PL_W33542526
P02687,CHILD_SCHOOL,PL_W33394479
P02688,HOME,PL_W703948822
P02688,WORK,PL_N6386975405
P02688,CHILD_SCHOOL,PL_N13705682293
P02689,HOME,PL_W31757289
P02689,WORK,PL_W797150010
P02689,CHILD_SCHOOL,PL_W36951033
P02690,HOME,PL_W32667517
P02690,WORK,PL_W32667517
P02691,HOME,PL_W661956514
P02691,WORK,PL_W660358183
P02691,CHILD_SCHOOL,PL_W760844017
P02692,HOME,PL_W41405386
P02692,WORK,PL_W31366345
P02693,HOME,PL_W99094306
P02693,WORK,PL_W58560214
P02694,HOME,PL_W659243239
P02694,UNIVERSITY,PL_N9376637799
P02695,HOME,PL_W703948822
P02695,WORK,PL_W903220543
P02695,CHILD_SCHOOL,PL_W32819968
P02696,HOME,PL_W659252900
P02696,WORK,PL_W77739672
P02697,HOME,PL_W43804991
P02697,WORK,PL_W659606605
P02698,HOME,PL_W659448102
P02698,WORK,PL_W66969840
P02699,HOME,PL_W112440002
P02699,WORK,PL_W702116989
P02699,CHILD_SCHOOL,PL_W225859145
P02700,HOME,PL_W659244930
P02700,WORK,PL_W659244930
P02701,HOME,PL_W31754568
P02701,WORK,PL_W97180148
P02702,HOME,PL_W660603438
P02702,WORK,PL_W660603438
P02703,HOME,PL_W31757256
P02703,WORK,PL_W660836274
P02704,HOME,PL_W1204907027
P02704,WORK,PL_W44076451
P02705,HOME,PL_W659451633
P02705,UNIVERSITY,PL_N4957538454
P02706,HOME,PL_W31757882
P02706,WORK,PL_N7745283680
P02707,HOME,PL_W31560364
P02707,WORK,PL_W1098900364
P02707,CHILD_SCHOOL,PL_W33503105
P02708,HOME,PL_W41405408
P02708,WORK,PL_W660620516
P02709,HOME,PL_W661048285
P02709,WORK,PL_N13284208468
P02709,CHILD_SCHOOL,PL_W705845654
P02710,HOME,PL_W55200610
P02710,WORK,PL_N6762402711
P02710,CHILD_SCHOOL,PL_W274833682
P02711,HOME,PL_W661205155
P02711,WORK,PL_W461483955
P02712,HOME,PL_W31373437
P02712,WORK,PL_W59036010
P02712,CHILD_SCHOOL,PL_W24986415
P02713,HOME,PL_W43805755
P02713,WORK,PL_W702145965
P02714,HOME,PL_W43804991
P02714,WORK,PL_W33471348
P02715,HOME,PL_W31757861
P02715,WORK,PL_W658018658
P02716,HOME,PL_W661049999
P02716,WORK,PL_W113438126
P02716,CHILD_SCHOOL,PL_W705125019
P02717,HOME,PL_W661331688
P02717,WORK,PL_W702116989
P02717,CHILD_SCHOOL,PL_W703420514
P02718,HOME,PL_W31757289
P02718,WORK,PL_W301418957
P02718,CHILD_SCHOOL,PL_W224136220
P02719,HOME,PL_W659335273
P02719,WORK,PL_N12037724699
P02720,HOME,PL_W660819593
P02720,WORK,PL_W661291872
P02720,CHILD_SCHOOL,PL_W289382175
P02721,HOME,PL_W704993424
P02721,WORK,PL_N966850310
P02722,HOME,PL_W1275518414
P02722,WORK,PL_W660836586
P02723,HOME,PL_W42472532
P02723,WORK,PL_W663827189
P02724,HOME,PL_W114706282
P02724,WORK,PL_N7551808696
P02725,HOME,PL_W705737455
P02725,WORK,PL_W28025961
P02726,HOME,PL_W36888103
P02726,WORK,PL_N13879355830
P02727,HOME,PL_W705109233
P02727,WORK,PL_W27767625
P02728,HOME,PL_W31451094
P02728,WORK,PL_N2143160791
P02728,CHILD_SCHOOL,PL_W224817368
P02729,HOME,PL_W661275772
P02729,UNIVERSITY,PL_W61759776
P02730,HOME,PL_W31754575
P02730,WORK,PL_W660836754
P02730,CHILD_SCHOOL,PL_W224672049
P02731,HOME,PL_W36921200
P02731,WORK,PL_N3159506029
P02731,CHILD_SCHOOL,PL_W189427810
P02732,HOME,PL_W662775356
P02732,WORK,PL_W34582314
P02732,CHILD_SCHOOL,PL_W42525283
P02733,HOME,PL_W662388915
P02733,WORK,PL_W659239700
P02734,HOME,PL_W33036596
P02734,WORK,PL_N4301059282
P02735,HOME,PL_W705740399
P02735,WORK,PL_N6567866466
P02736,HOME,PL_W225767241
P02736,WORK,PL_W335886375
P02737,HOME,PL_W170055111
P02737,WORK,PL_N7581338750
P02738,HOME,PL_W702160075
P02738,WORK,PL_W34587723
P02738,CHILD_SCHOOL,PL_W26949764
P02739,HOME,PL_W704292286
P02739,WORK,PL_N9214880503
P02740,HOME,PL_W705010179
P02740,WORK,PL_N13025831401
P02740,CHILD_SCHOOL,PL_W224816805
P02741,HOME,PL_W41405411
P02741,WORK,PL_W705121022
P02742,HOME,PL_W705519685
P02742,WORK,PL_W659427973
P02743,HOME,PL_W661470239
P02743,UNIVERSITY,PL_N12537548075
P02744,HOME,PL_W978051258
P02744,UNIVERSITY,PL_N13879320058
P02745,HOME,PL_W67141587
P02745,WORK,PL_W58646805
P02745,CHILD_SCHOOL,PL_W36544304
P02746,HOME,PL_W659454560
P02746,WORK,PL_W661898672
P02747,HOME,PL_W656562319
P02747,WORK,PL_W57053333
P02748,HOME,PL_W122356169
P02748,WORK,PL_W206771722
P02748,CHILD_SCHOOL,PL_W36746611
P02749,HOME,PL_W705565537
P02749,WORK,PL_N5120625024
P02750,HOME,PL_W33036599
P02750,WORK,PL_W659629198
P02751,HOME,PL_W659448741
P02751,WORK,PL_N12271842265
P02751,CHILD_SCHOOL,PL_W36870739
P02752,HOME,PL_W705565527
P02752,WORK,PL_W34749533
P02752,CHILD_SCHOOL,PL_W760840673
P02753,HOME,PL_W31617606
P02753,WORK,PL_W24985307
P02753,CHILD_SCHOOL,PL_W56201673
P02754,HOME,PL_W662095051
P02754,WORK,PL_W43805442
P02754,CHILD_SCHOOL,PL_W24986415
P02755,HOME,PL_W662726032
P02755,WORK,PL_W34582249
P02755,CHILD_SCHOOL,PL_W30966656
P02756,HOME,PL_W450697861
P02756,WORK,PL_W658961495
P02757,HOME,PL_W450697861
P02757,WORK,PL_W60330204
