person_id,organization_id,team_id,member_role,work_place_id,match_distance_m,match_confidence
P01535,ORG_UNRES_W55464668,ORG_UNRES_W55464668_T001,仓库操作员,PL_W55464668,0.0,unresolved
P01536,ORG_W661192936,ORG_W661192936_T001,电工,PL_W661192938,49.0,medium
P01537,ORG_N1142656727,ORG_N1142656727_T001,美容师,PL_N1142656727,0.0,verified
P01538,ORG_N3980676427,ORG_N3980676427_T001,健身教练,PL_N3980676427,0.0,verified
P01539,ORG_W27767631,ORG_W27767631_T001,软件工程师,PL_W27767631,0.0,verified
P01540,ORG_W27767639,ORG_W27767639_T001,会计,PL_W27767639,0.0,verified
P01541,ORG_W58567284,ORG_W58567284_T001,安装工,PL_W58567284,0.0,verified
P01542,ORG_N6304924229,ORG_N6304924229_T001,高级产品经理,PL_W286526913,3.2,high
P01543,ORG_N13667648459,ORG_N13667648459_T001,理发师,PL_N13667648459,0.0,verified
P01544,ORG_W61759777,ORG_W61759777_T001,会计,PL_W60304156,49.9,medium
P01545,ORG_UNRES_W671879871,ORG_UNRES_W671879871_T001,配送员,PL_W671879871,0.0,unresolved
P01546,ORG_W703666033,ORG_W703666033_T001,硕士研究生,PL_W703666033,0.0,verified
P01547,ORG_N3670530408,ORG_N3670530408_T001,网店经营者,PL_N3670530408,0.0,verified
P01548,ORG_UNRES_W56238421,ORG_UNRES_W56238421_T001,仓库操作员,PL_W56238421,0.0,unresolved
P01549,ORG_N13879355829,ORG_N13879355829_T001,设计师,PL_W77039474,19.1,high
P01550,ORG_N5379390975,ORG_N5379390975_T001,自媒体从业者,PL_W61982572,46.9,medium
P01551,ORG_UNRES_W31757882,ORG_UNRES_W31757882_T001,咨询顾问,PL_W31757882,0.0,unresolved
P01552,ORG_N8895095577,ORG_N8895095577_T001,健身教练,PL_N8895095577,0.0,verified
P01553,ORG_W161110169,ORG_W161110169_T001,本科生,PL_W161110169,0.0,verified
P01554,ORG_N7797321403,ORG_N7797321403_T001,硕士研究生,PL_N7797321403,0.0,verified
P01555,ORG_N4060215198,ORG_N4060215198_T001,财务专员,PL_W676104894,46.9,medium
P01556,ORG_W448830311,ORG_W448830311_T001,翻译,PL_W448830311,0.0,verified
P01557,ORG_N13948804380,ORG_N13948804380_T001,客户经理,PL_N13948804380,0.0,verified
P01558,ORG_N3509230105,ORG_N3509230105_T001,销售经理,PL_N3509230105,0.0,verified
P01559,ORG_W660934770,ORG_W660934770_T001,设备操作员,PL_W660934796,108.5,medium
P01560,ORG_UNRES_W676299450,ORG_UNRES_W676299450_T001,运营专员,PL_W676299450,0.0,unresolved
P01561,ORG_UNRES_W56123861,ORG_UNRES_W56123861_T001,焊工,PL_W56123861,0.0,unresolved
P01562,ORG_UNRES_W180763530,ORG_UNRES_W180763530_T001,销售经理,PL_W180763530,0.0,unresolved
P01563,ORG_N547498239,ORG_N547498239_T001,硕士研究生,PL_N547498239,0.0,verified
P01564,ORG_N13208823601,ORG_N13208823601_T001,自由设计师,PL_N13208823601,0.0,verified
P01565,ORG_N13924323767,ORG_N13924323767_T001,财务经理,PL_N13924323767,0.0,verified
P01566,ORG_N10032354577,ORG_N10032354577_T001,客户经理,PL_W796562693,84.4,medium
P01567,ORG_N3756752525,ORG_N3756752525_T001,零售店员,PL_N3756752525,0.0,verified
P01568,ORG_W25491342,ORG_W25491342_T002,厨师,PL_W25491342,0.0,verified
P01569,ORG_N7581397544,ORG_N7581397544_T001,厨师,PL_N7581397544,0.0,verified
P01570,ORG_W202990038,ORG_W202990038_T001,运营专员,PL_W202990038,0.0,verified
P01571,ORG_N13198723250,ORG_N13198723250_T001,高级运营专员,PL_W260960950,48.4,medium
P01572,ORG_UNRES_W659539091,ORG_UNRES_W659539091_T001,仓库操作员,PL_W659539091,0.0,unresolved
P01573,ORG_W59434192,ORG_W59434192_T001,咨询顾问,PL_W59434192,0.0,verified
P01574,ORG_W23334883,ORG_W23334883_T001,本科生,PL_W23334883,0.0,verified
P01575,ORG_UNRES_W62363963,ORG_UNRES_W62363963_T001,客户专员,PL_W62363963,0.0,unresolved
P01576,ORG_N4093289947,ORG_N4093289947_T001,HR经理,PL_W703776814,48.4,medium
P01577,ORG_UNRES_W67132136,ORG_UNRES_W67132136_T001,采购专员,PL_W67132136,0.0,unresolved
P01578,ORG_W25108216,ORG_W25108216_T001,酒店前台,PL_W25108216,0.0,verified
P01579,ORG_N13890109307,ORG_N13890109307_T001,本科生,PL_N13890109307,0.0,verified
P01580,ORG_N6304868747,ORG_N6304868747_T001,财务主管,PL_W669998771,30.3,medium
P01581,ORG_W174674654,ORG_W174674654_T001,酒店服务人员,PL_W174674654,0.0,verified
P01582,ORG_W758562476,ORG_W758562476_T001,销售代表,PL_W758562476,0.0,verified
P01583,ORG_N6554677033,ORG_N6554677033_T001,理发师,PL_N6554677033,0.0,verified
P01584,ORG_W32742071,ORG_W32742071_T001,项目经理,PL_W32742071,0.0,verified
P01585,ORG_W96975978,ORG_W96975978_T001,厨师,PL_W96975978,0.0,verified
P01586,ORG_UNRES_W277288431,ORG_UNRES_W277288431_T001,焊工,PL_W277288431,0.0,unresolved
P01587,ORG_UNRES_W797162981,ORG_UNRES_W797162981_T001,会计,PL_W797162981,0.0,unresolved
P01588,ORG_W23447424,ORG_W23447424_T001,本科生,PL_W23447424,0.0,verified
P01589,ORG_W61698945,ORG_W61698945_T001,财务专员,PL_W61698945,0.0,verified
P01590,ORG_UNRES_W905590525,ORG_UNRES_W905590525_T001,自由销售,PL_W905590525,0.0,unresolved
P01591,ORG_N10982693405,ORG_N10982693405_T001,财务经理,PL_N10982693405,0.0,verified
P01592,ORG_N12149933051,ORG_N12149933051_T001,房产经纪,PL_W1004706292,10.7,high
P01593,ORG_W62202665,ORG_W62202665_T001,产品经理,PL_W62202665,0.0,verified
P01594,ORG_UNRES_W34749890,ORG_UNRES_W34749890_T001,安装工,PL_W34749890,0.0,unresolved
P01595,ORG_UNRES_W103953728,ORG_UNRES_W103953728_T001,采购经理,PL_W103953728,0.0,unresolved
P01596,ORG_W805392730,ORG_W805392730_T001,运营专员,PL_W805392730,0.0,verified
P01597,ORG_UNRES_W705624352,ORG_UNRES_W705624352_T001,自由设计师,PL_W705624352,0.0,unresolved
P01598,ORG_N534020591,ORG_N534020591_T001,客服,PL_N534020591,0.0,verified
P01599,ORG_UNRES_W661950783,ORG_UNRES_W661950783_T001,高级软件工程师,PL_W661950783,0.0,unresolved
P01600,ORG_N7751982695,ORG_N7751982695_T001,高级运营专员,PL_W31926854,45.5,medium
P01601,ORG_N869750978,ORG_N869750978_T001,采购经理,PL_W679134322,13.6,high
P01602,ORG_W31617640,ORG_W31617640_T001,高级项目经理,PL_W31617640,0.0,verified
P01603,ORG_W43805157,ORG_W43805157_T001,销售代表,PL_W43805383,63.2,medium
P01604,ORG_W40542510,ORG_W40542510_T001,产品经理,PL_W680567507,26.9,medium
P01605,ORG_W60304653,ORG_W60304653_T001,硕士研究生,PL_W60304653,0.0,verified
P01606,ORG_N3925813284,ORG_N3925813284_T001,硕士研究生,PL_N3925813284,0.0,verified
P01607,ORG_UNRES_W676443514,ORG_UNRES_W676443514_T001,本科生,PL_W676443514,0.0,unresolved
P01608,ORG_UNRES_W659587778,ORG_UNRES_W659587778_T001,软件工程师,PL_W659587778,0.0,unresolved
P01609,ORG_W362806151,ORG_W362806151_T001,卡车司机,PL_W362807120,77.3,medium
P01610,ORG_UNRES_W33362888,ORG_UNRES_W33362888_T001,汽车技师,PL_W33362888,0.0,unresolved
P01611,ORG_W23447424,ORG_W23447424_T003,本科生,PL_W23447424,0.0,verified
P01612,ORG_W1502659706,ORG_W1502659706_T001,本科生,PL_W1502659706,0.0,verified
P01613,ORG_N12844014304,ORG_N12844014304_T001,客户经理,PL_N12844014304,0.0,verified
P01614,ORG_N13993866465,ORG_N13993866465_T001,保安,PL_N13993866465,0.0,verified
P01615,ORG_N9543551939,ORG_N9543551939_T001,本科生,PL_N9543551939,0.0,verified
P01616,ORG_W55031045,ORG_W55031045_T001,客服,PL_W55031045,0.0,verified
P01617,ORG_N14052472767,ORG_N14052472767_T001,行政专员,PL_W658233516,78.5,medium
P01618,ORG_N7881335020,ORG_N7881335020_T001,采购专员,PL_W663827267,57.8,medium
P01619,ORG_UNRES_W36772098,ORG_UNRES_W36772098_T001,财务主管,PL_W36772098,0.0,unresolved
P01620,ORG_UNRES_W659581419,ORG_UNRES_W659581419_T001,会计,PL_W659581419,0.0,unresolved
P01621,ORG_UNRES_W702141527,ORG_UNRES_W702141527_T001,高级运营专员,PL_W702141527,0.0,unresolved
P01622,ORG_N12312756757,ORG_N12312756757_T001,本科生,PL_N12312756757,0.0,verified
P01623,ORG_N3886265331,ORG_N3886265331_T001,独立承包商,PL_N3886265331,0.0,verified
P01624,ORG_W231284913,ORG_W231284913_T001,酒店前台,PL_W231284913,0.0,verified
P01625,ORG_UNRES_W34204837,ORG_UNRES_W34204837_T001,配送员,PL_W34204837,0.0,unresolved
P01626,ORG_UNRES_W43804515,ORG_UNRES_W43804515_T001,建筑工人,PL_W43804515,0.0,unresolved
P01627,ORG_UNRES_W659587238,ORG_UNRES_W659587238_T001,建筑工人,PL_W659587238,0.0,unresolved
P01628,ORG_UNRES_W70513721,ORG_UNRES_W70513721_T001,运营经理,PL_W70513721,0.0,unresolved
P01629,ORG_N13983285347,ORG_N13983285347_T001,客户专员,PL_W951835028,19.2,high
P01630,ORG_W90055931,ORG_W90055931_T001,产品经理,PL_W56009253,37.2,medium
P01631,ORG_UNRES_W660867635,ORG_UNRES_W660867635_T001,独立承包商,PL_W660867635,0.0,unresolved
P01632,ORG_UNRES_W34670568,ORG_UNRES_W34670568_T001,设备操作员,PL_W34670568,0.0,unresolved
P01633,ORG_UNRES_W1230138845,ORG_UNRES_W1230138845_T001,客户专员,PL_W1230138845,0.0,unresolved
P01634,ORG_UNRES_W66979977,ORG_UNRES_W66979977_T001,高级数据分析师,PL_W66979977,0.0,unresolved
P01635,ORG_W55036397,ORG_W55036397_T002,酒店前台,PL_W55036397,0.0,verified
P01636,ORG_UNRES_W466642018,ORG_UNRES_W466642018_T001,卡车司机,PL_W466642018,0.0,unresolved
P01637,ORG_W1131039497,ORG_W1131039497_T001,美容师,PL_W1131039497,0.0,verified
P01638,ORG_UNRES_W54623858,ORG_UNRES_W54623858_T001,客户专员,PL_W54623858,0.0,unresolved
P01639,ORG_W24008193,ORG_W24008193_T001,安装工,PL_W674566387,19.4,high
P01640,ORG_N12741073408,ORG_N12741073408_T001,客户经理,PL_W506136893,72.8,medium
P01641,ORG_N12912579192,ORG_N12912579192_T001,硕士研究生,PL_N12912579192,0.0,verified
P01642,ORG_UNRES_W662149216,ORG_UNRES_W662149216_T001,建筑工人,PL_W662149216,0.0,unresolved
P01643,ORG_UNRES_W469294655,ORG_UNRES_W469294655_T001,设计师,PL_W469294655,0.0,unresolved
P01644,ORG_UNRES_W367476130,ORG_UNRES_W367476130_T001,快递员,PL_W367476130,0.0,unresolved
P01645,ORG_W62202665,ORG_W62202665_T001,采购专员,PL_W61429976,60.9,medium
P01646,ORG_N13368576497,ORG_N13368576497_T001,财务专员,PL_W168903890,32.5,medium
P01647,ORG_N9814321191,ORG_N9814321191_T001,财务主管,PL_W58647117,7.2,high
P01648,ORG_UNRES_W659588322,ORG_UNRES_W659588322_T001,卡车司机,PL_W659588322,0.0,unresolved
P01649,ORG_N8755303552,ORG_N8755303552_T001,硕士研究生,PL_N8755303552,0.0,verified
P01650,ORG_N6302674397,ORG_N6302674397_T001,健身教练,PL_N6302674397,0.0,verified
P01651,ORG_UNRES_W34122101,ORG_UNRES_W34122101_T001,销售代表,PL_W34122101,0.0,unresolved
P01652,ORG_N9981769814,ORG_N9981769814_T001,客服,PL_N9981769814,0.0,verified
P01653,ORG_N8955426666,ORG_N8955426666_T001,客户经理,PL_N8955426666,0.0,verified
P01654,ORG_W93832214,ORG_W93832214_T001,保安,PL_W93832214,0.0,verified
P01655,ORG_W660836758,ORG_W660836758_T001,项目经理,PL_W660836758,0.0,verified
P01656,ORG_UNRES_W31757794,ORG_UNRES_W31757794_T001,自由设计师,PL_W31757794,0.0,unresolved
P01657,ORG_N12863156081,ORG_N12863156081_T001,软件工程师,PL_N12863156081,0.0,verified
P01658,ORG_N12149933050,ORG_N12149933050_T001,部门经理,PL_W1004706296,7.5,high
P01659,ORG_UNRES_W66979914,ORG_UNRES_W66979914_T001,数据分析师,PL_W66979914,0.0,unresolved
P01660,ORG_N3486807918,ORG_N3486807918_T001,运营专员,PL_N3486807918,0.0,verified
P01661,ORG_UNRES_W33541220,ORG_UNRES_W33541220_T001,自媒体从业者,PL_W33541220,0.0,unresolved
P01662,ORG_UNRES_W659533823,ORG_UNRES_W659533823_T001,技术经理,PL_W659533823,0.0,unresolved
P01663,ORG_UNRES_W795976974,ORG_UNRES_W795976974_T001,咨询顾问,PL_W795976974,0.0,unresolved
P01664,ORG_W62256154,ORG_W62256154_T001,酒店服务人员,PL_W62256154,0.0,verified
P01665,ORG_W315222503,ORG_W315222503_T001,收银员,PL_W315222503,0.0,verified
P01666,ORG_UNRES_W306426686,ORG_UNRES_W306426686_T001,汽车技师,PL_W306426686,0.0,unresolved
P01667,ORG_N6433351289,ORG_N6433351289_T001,零售店员,PL_N6433351289,0.0,verified
P01668,ORG_N2188735996,ORG_N2188735996_T001,财务专员,PL_W680620605,3.7,high
P01669,ORG_W43808518,ORG_W43808518_T001,电工,PL_W43808518,0.0,verified
P01670,ORG_N6313899872,ORG_N6313899872_T001,财务专员,PL_W657927636,16.0,high
P01671,ORG_N12251119127,ORG_N12251119127_T001,会计,PL_W107138623,16.4,high
P01672,ORG_UNRES_W34546256,ORG_UNRES_W34546256_T001,客户经理,PL_W34546256,0.0,unresolved
P01673,ORG_W689383198,ORG_W689383198_T001,配送员,PL_W689383198,0.0,verified
P01674,ORG_N11091336111,ORG_N11091336111_T001,硕士研究生,PL_N11091336111,0.0,verified
P01675,ORG_N10780162899,ORG_N10780162899_T001,餐厅服务员,PL_N10780162899,0.0,verified
P01676,ORG_W58565872,ORG_W58565872_T001,房产经纪,PL_W304713368,46.0,medium
P01677,ORG_N12714603064,ORG_N12714603064_T001,咖啡师,PL_N12714603064,0.0,verified
P01678,ORG_W231284913,ORG_W231284913_T002,酒店服务人员,PL_W231284913,0.0,verified
P01679,ORG_UNRES_W661314216,ORG_UNRES_W661314216_T001,焊工,PL_W661314216,0.0,unresolved
P01680,ORG_W256116927,ORG_W256116927_T001,安装工,PL_W663871037,25.9,medium
P01681,ORG_UNRES_W660831504,ORG_UNRES_W660831504_T001,咨询顾问,PL_W660831504,0.0,unresolved
P01682,ORG_UNRES_W796670681,ORG_UNRES_W796670681_T001,快递员,PL_W796670681,0.0,unresolved
P01683,ORG_W61430414,ORG_W61430414_T001,采购经理,PL_W61430414,0.0,verified
P01684,ORG_N3414918473,ORG_N3414918473_T001,销售代表,PL_N3414918473,0.0,verified
P01685,ORG_W31728090,ORG_W31728090_T001,区域经理,PL_W1551442415,57.7,medium
P01686,ORG_N13142919472,ORG_N13142919472_T001,厨师,PL_N13142919472,0.0,verified
P01687,ORG_UNRES_W701664628,ORG_UNRES_W701664628_T001,项目经理,PL_W701664628,0.0,unresolved
P01688,ORG_W161110169,ORG_W161110169_T001,本科生,PL_W161110169,0.0,verified
P01689,ORG_W1504225085,ORG_W1504225085_T001,博士研究生,PL_W1504225085,0.0,verified
P01690,ORG_UNRES_W663315400,ORG_UNRES_W663315400_T001,行政专员,PL_W663315400,0.0,unresolved
P01691,ORG_W215499749,ORG_W215499749_T001,数据分析师,PL_W215499749,0.0,verified
P01692,ORG_N6779879375,ORG_N6779879375_T001,翻译,PL_N6779879375,0.0,verified
P01693,ORG_N12572360017,ORG_N12572360017_T001,财务专员,PL_N12572360017,0.0,verified
P01694,ORG_N599897436,ORG_N599897436_T001,零售店员,PL_N599897436,0.0,verified
P01695,ORG_N13921205176,ORG_N13921205176_T001,销售经理,PL_N13921205176,0.0,verified
P01696,ORG_N12290694427,ORG_N12290694427_T001,餐厅服务员,PL_N12290694427,0.0,verified
P01697,ORG_W535658026,ORG_W535658026_T001,酒店前台,PL_W535658026,0.0,verified
P01698,ORG_N9140419076,ORG_N9140419076_T001,美容师,PL_N9140419076,0.0,verified
P01699,ORG_W62058559,ORG_W62058559_T001,客服,PL_W62058559,0.0,verified
P01700,ORG_W13405217,ORG_W13405217_T001,软件工程师,PL_W13405217,0.0,verified
P01701,ORG_N6848957002,ORG_N6848957002_T001,咖啡师,PL_N6848957002,0.0,verified
P01702,ORG_N4691663364,ORG_N4691663364_T001,健身教练,PL_N4691663364,0.0,verified
P01703,ORG_UNRES_W661774210,ORG_UNRES_W661774210_T001,卡车司机,PL_W661774210,0.0,unresolved
P01704,ORG_UNRES_W705218734,ORG_UNRES_W705218734_T001,独立程序员,PL_W705218734,0.0,unresolved
P01705,ORG_W1504222043,ORG_W1504222043_T001,本科生,PL_W1504222043,0.0,verified
P01706,ORG_N13765064554,ORG_N13765064554_T001,自由设计师,PL_N13765064554,0.0,verified
P01707,ORG_UNRES_W113530396,ORG_UNRES_W113530396_T001,电工,PL_W113530396,0.0,unresolved
P01708,ORG_N4622240925,ORG_N4622240925_T001,美容师,PL_N4622240925,0.0,verified
P01709,ORG_N2564794500,ORG_N2564794500_T001,收银员,PL_N2564794500,0.0,verified
P01710,ORG_UNRES_N9565984506,ORG_UNRES_N9565984506_T001,高级运营专员,PL_N9565984506,0.0,unresolved
P01711,ORG_N9633703338,ORG_N9633703338_T001,博士研究生,PL_N9633703338,0.0,verified
P01712,ORG_N7086824926,ORG_N7086824926_T001,高级运营专员,PL_N7086824926,0.0,verified
P01713,ORG_W165787408,ORG_W165787408_T001,厨师,PL_W165787408,0.0,verified
P01714,ORG_N13198723256,ORG_N13198723256_T001,财务专员,PL_W314348286,14.5,high
P01715,ORG_W161836042,ORG_W161836042_T001,客户专员,PL_W161836042,0.0,verified
P01716,ORG_W67141305,ORG_W67141305_T001,酒店服务人员,PL_W67141305,0.0,verified
P01717,ORG_N13879320058,ORG_N13879320058_T001,硕士研究生,PL_N13879320058,0.0,verified
P01718,ORG_UNRES_W60331403,ORG_UNRES_W60331403_T001,卡车司机,PL_W60331403,0.0,unresolved
P01719,ORG_N10608697442,ORG_N10608697442_T001,高级数据分析师,PL_W706192701,93.4,medium
P01720,ORG_UNRES_W659539180,ORG_UNRES_W659539180_T001,卡车司机,PL_W659539180,0.0,unresolved
P01721,ORG_W34615186,ORG_W34615186_T001,采购专员,PL_W34615186,0.0,verified
P01722,ORG_UNRES_W662252289,ORG_UNRES_W662252289_T001,维修技师,PL_W662252289,0.0,unresolved
P01723,ORG_W62058559,ORG_W62058559_T001,酒店服务人员,PL_W62058559,0.0,verified
P01724,ORG_N7570784647,ORG_N7570784647_T001,财务专员,PL_W1541291206,9.3,high
P01725,ORG_N11663583534,ORG_N11663583534_T001,咨询顾问,PL_N11663583534,0.0,verified
P01726,ORG_UNRES_W60118140,ORG_UNRES_W60118140_T001,采购经理,PL_W60118140,0.0,unresolved
P01727,ORG_W33013888,ORG_W33013888_T001,博士研究生,PL_W33013888,0.0,verified
P01728,ORG_N6810272356,ORG_N6810272356_T001,理发师,PL_N6810272356,0.0,verified
P01729,ORG_W663827160,ORG_W663827160_T001,设计师,PL_W556114703,75.5,medium
P01730,ORG_UNRES_W659322530,ORG_UNRES_W659322530_T001,HR经理,PL_W659322530,0.0,unresolved
P01731,ORG_UNRES_W663315380,ORG_UNRES_W663315380_T001,汽车技师,PL_W663315380,0.0,unresolved
P01732,ORG_W43810855,ORG_W43810855_T001,客服,PL_W43810855,0.0,verified
P01733,ORG_N9139819377,ORG_N9139819377_T001,本科生,PL_N9139819377,0.0,verified
P01734,ORG_W180193897,ORG_W180193897_T001,汽车技师,PL_W180193898,13.7,high
P01735,ORG_N10272669587,ORG_N10272669587_T001,设计师,PL_W585487294,59.7,medium
P01736,ORG_N9543551939,ORG_N9543551939_T001,本科生,PL_N9543551939,0.0,verified
P01737,ORG_UNRES_W32567247,ORG_UNRES_W32567247_T001,数据分析师,PL_W32567247,0.0,unresolved
P01738,ORG_N6366251204,ORG_N6366251204_T001,理发师,PL_N6366251204,0.0,verified
P01739,ORG_W126301465,ORG_W126301465_T001,客户经理,PL_W126301465,0.0,verified
P01740,ORG_N11803596900,ORG_N11803596900_T001,零售店员,PL_N11803596900,0.0,verified
P01741,ORG_N1024585333,ORG_N1024585333_T001,客服,PL_N1024585333,0.0,verified
P01742,ORG_N6589930599,ORG_N6589930599_T001,咖啡师,PL_N6589930599,0.0,verified
P01743,ORG_W56062724,ORG_W56062724_T001,高级软件工程师,PL_W56062724,0.0,verified
P01744,ORG_UNRES_W697120621,ORG_UNRES_W697120621_T001,HR经理,PL_W697120621,0.0,unresolved
P01745,ORG_W285055427,ORG_W285055427_T001,行政专员,PL_W285055427,0.0,verified
P01746,ORG_UNRES_W661049712,ORG_UNRES_W661049712_T001,财务主管,PL_W661049712,0.0,unresolved
P01747,ORG_W13404966,ORG_W13404966_T001,行政专员,PL_W13404966,0.0,verified
P01748,ORG_W659321750,ORG_W659321750_T001,运营专员,PL_W659321747,44.0,medium
P01749,ORG_N3763291979,ORG_N3763291979_T001,咖啡师,PL_N3763291979,0.0,verified
P01750,ORG_N10938417221,ORG_N10938417221_T001,健身教练,PL_N10938417221,0.0,verified
P01751,ORG_W455610180,ORG_W455610180_T001,高级数据分析师,PL_W33806244,68.6,medium
P01752,ORG_N12692161032,ORG_N12692161032_T001,设计师,PL_W34749535,7.0,high
P01753,ORG_UNRES_W34894883,ORG_UNRES_W34894883_T001,电工,PL_W34894883,0.0,unresolved
P01754,ORG_N13811519264,ORG_N13811519264_T001,餐厅服务员,PL_N13811519264,0.0,verified
P01755,ORG_N6542536258,ORG_N6542536258_T001,零售店员,PL_N6542536258,0.0,verified
P01756,ORG_N13011543839,ORG_N13011543839_T001,健身教练,PL_N13011543839,0.0,verified
P01757,ORG_UNRES_W661049299,ORG_UNRES_W661049299_T001,咨询顾问,PL_W661049299,0.0,unresolved
P01758,ORG_W184344340,ORG_W184344340_T001,酒店服务人员,PL_W184344340,0.0,verified
P01759,ORG_W27767648,ORG_W27767648_T001,软件工程师,PL_W137927025,78.5,medium
P01760,ORG_W1034677780,ORG_W1034677780_T001,本科生,PL_W1034677780,0.0,verified
P01761,ORG_UNRES_W670293178,ORG_UNRES_W670293178_T001,卡车司机,PL_W670293178,0.0,unresolved
P01762,ORG_N13717424664,ORG_N13717424664_T001,理发师,PL_N13717424661,13.3,high
P01763,ORG_N7567862613,ORG_N7567862613_T001,自媒体从业者,PL_N7567862613,0.0,verified
P01764,ORG_UNRES_W660836829,ORG_UNRES_W660836829_T001,仓库操作员,PL_W660836829,0.0,unresolved
P01765,ORG_N12861849297,ORG_N12861849297_T001,会计,PL_W669862639,33.4,medium
P01766,ORG_UNRES_W661270707,ORG_UNRES_W661270707_T001,采购专员,PL_W661270707,0.0,unresolved
P01767,ORG_UNRES_W1274900984,ORG_UNRES_W1274900984_T001,独立程序员,PL_W1274900984,0.0,unresolved
P01768,ORG_UNRES_W658233514,ORG_UNRES_W658233514_T001,电工,PL_W658233514,0.0,unresolved
P01769,ORG_UNRES_W114706282,ORG_UNRES_W114706282_T001,咨询顾问,PL_W114706282,0.0,unresolved
P01770,ORG_W67141449,ORG_W67141449_T001,配送员,PL_W67141411,105.1,medium
P01771,ORG_N7195304356,ORG_N7195304356_T001,客服,PL_N7195304356,0.0,verified
P01772,ORG_W23447393,ORG_W23447393_T001,硕士研究生,PL_W23447393,0.0,verified
P01773,ORG_UNRES_W327006128,ORG_UNRES_W327006128_T001,行政专员,PL_W327006128,0.0,unresolved
P01774,ORG_W62058574,ORG_W62058574_T001,高级软件工程师,PL_W62058574,0.0,verified
P01775,ORG_N3604081136,ORG_N3604081136_T001,美容师,PL_N3604081136,0.0,verified
P01776,ORG_N13614343757,ORG_N13614343757_T001,高级运营专员,PL_N13614343757,0.0,verified
P01777,ORG_W285055427,ORG_W285055427_T001,行政专员,PL_W659321709,37.2,medium
P01778,ORG_UNRES_W450697861,ORG_UNRES_W450697861_T001,私教,PL_W450697861,0.0,unresolved
P01779,ORG_N6334432784,ORG_N6334432784_T001,零售店员,PL_N6334432784,0.0,verified
P01780,ORG_N2557732279,ORG_N2557732279_T001,客服,PL_N2557732279,0.0,verified
P01781,ORG_UNRES_W417111007,ORG_UNRES_W417111007_T001,安装工,PL_W417111007,0.0,unresolved
P01782,ORG_N1298025333,ORG_N1298025333_T001,理发师,PL_N1298025333,0.0,verified
P01783,ORG_N12914972783,ORG_N12914972783_T001,软件工程师,PL_N12914972783,0.0,verified
P01784,ORG_UNRES_W33005599,ORG_UNRES_W33005599_T001,自由设计师,PL_W33005599,0.0,unresolved
P01785,ORG_W657935821,ORG_W657935821_T001,汽车技师,PL_W657935821,0.0,verified
P01786,ORG_N3594724685,ORG_N3594724685_T001,收银员,PL_N3594724685,0.0,verified
P01787,ORG_N10893291928,ORG_N10893291928_T001,财务专员,PL_N10893291928,0.0,verified
P01788,ORG_UNRES_W770873613,ORG_UNRES_W770873613_T001,咨询顾问,PL_W770873613,0.0,unresolved
P01789,ORG_W27767631,ORG_W27767631_T001,运营专员,PL_W27767633,66.7,medium
P01790,ORG_N12825987650,ORG_N12825987650_T001,运营经理,PL_N12825987650,0.0,verified
P01791,ORG_N14020001312,ORG_N14020001312_T001,行政专员,PL_N14020001312,0.0,verified
P01792,ORG_UNRES_W659427957,ORG_UNRES_W659427957_T001,会计,PL_W659427957,0.0,unresolved
P01793,ORG_W215499749,ORG_W215499749_T001,采购专员,PL_W215499749,0.0,verified
P01794,ORG_N547498239,ORG_N547498239_T001,本科生,PL_N547498239,0.0,verified
P01795,ORG_W417422932,ORG_W417422932_T001,配送员,PL_W33409410,43.5,medium
P01796,ORG_W25491342,ORG_W25491342_T002,酒店服务人员,PL_W25491342,0.0,verified
P01797,ORG_UNRES_W417110910,ORG_UNRES_W417110910_T001,软件工程师,PL_W417110910,0.0,unresolved
P01798,ORG_UNRES_W658949851,ORG_UNRES_W658949851_T001,设备操作员,PL_W658949851,0.0,unresolved
P01799,ORG_W775641405,ORG_W775641405_T001,硕士研究生,PL_W775641405,0.0,verified
P01800,ORG_UNRES_W41259597,ORG_UNRES_W41259597_T001,翻译,PL_W41259597,0.0,unresolved
P01801,ORG_UNRES_W659588274,ORG_UNRES_W659588274_T001,仓库操作员,PL_W659588274,0.0,unresolved
P01802,ORG_N3718659602,ORG_N3718659602_T001,厨师,PL_N3718659602,0.0,verified
P01803,ORG_N1125366104,ORG_N1125366104_T001,咖啡师,PL_N1125366104,0.0,verified
P01804,ORG_N10061823882,ORG_N10061823882_T001,客服,PL_N10061823882,0.0,verified
P01805,ORG_N691142637,ORG_N691142637_T001,健身教练,PL_N691142637,0.0,verified
P01806,ORG_N12792004213,ORG_N12792004213_T001,财务专员,PL_W254448987,13.4,high
P01807,ORG_N9740184036,ORG_N9740184036_T001,硕士研究生,PL_N9740184036,0.0,verified
P01808,ORG_UNRES_W34798042,ORG_UNRES_W34798042_T001,会计,PL_W34798042,0.0,unresolved
P01809,ORG_N401521720,ORG_N401521720_T001,本科生,PL_N401521720,0.0,verified
P01810,ORG_N11961730316,ORG_N11961730316_T001,项目经理,PL_W661077890,98.0,medium
P01811,ORG_N436015841,ORG_N436015841_T001,收银员,PL_N436015841,0.0,verified
P01812,ORG_UNRES_W660867429,ORG_UNRES_W660867429_T001,自由销售,PL_W660867429,0.0,unresolved
P01813,ORG_W1164324731,ORG_W1164324731_T001,高级软件工程师,PL_W1266341139,5.8,high
